"method","n_regions","valid_pixels","mean_pixels_per_region","median_pixels_per_region","mean_cluster_snr","mean_avg_corr","median_avg_corr","mean_pixel_intravariance","median_pixel_intravariance","target_sn","mask_mode","systematic_factor"
"sagui",8,2086,260.75,155,27.5687255159831,0.996735383693228,0.997768764704895,0.128012415928042,0.0338772336820816,NA,"paperexact_starlet",NA
"pixedfit_r",11,2683,243.909090909091,19,19.3292908165934,0.997446759873924,0.997476372599633,0.0733172106249634,0.0332173287293451,848.577586,"pixlike_foreground",0.02
