region,n_pix,F090W,F115W,F150W,F182M,F200W,F210M,F277W,F335M,F356W,F410M,F430M,F444W,F460M,F480M,F090W_err,F115W_err,F150W_err,F182M_err,F200W_err,F210M_err,F277W_err,F335M_err,F356W_err,F410M_err,F430M_err,F444W_err,F460M_err,F480M_err,F090W_n_eff,F115W_n_eff,F150W_n_eff,F182M_n_eff,F200W_n_eff,F210M_n_eff,F277W_n_eff,F335M_n_eff,F356W_n_eff,F410M_n_eff,F430M_n_eff,F444W_n_eff,F460M_n_eff,F480M_n_eff
12,83,4.1934761494018236e-7,6.207705986421859e-7,7.841256976029565e-7,9.469140440099767e-7,9.756386148800688e-7,1.0493708884584239e-6,1.0868519532562984e-6,9.371556168714898e-7,8.520224338668338e-7,6.30339813224415e-7,6.222451198029175e-7,6.005482625881528e-7,5.824786829918666e-7,5.675176823045794e-7,6.475705482340765e-8,7.878899660753307e-8,8.855087224883539e-8,9.730950847733108e-8,9.877442051867827e-8,1.0243880556012081e-7,1.0425219197965568e-7,9.680679815340912e-8,9.230506128413728e-8,7.939394266720951e-8,7.888251516039012e-8,7.749504904109376e-8,7.632029107595611e-8,7.533376947323023e-8,83,83,83,83,83,83,83,83,83,83,83,83,83,83
13,182,9.647526490820704e-7,1.4589184504909798e-6,1.9140634441602904e-6,2.352997844840613e-6,2.44749023917048e-6,2.6083711326448447e-6,2.8331137967374422e-6,2.5148653543163754e-6,2.2384421468015094e-6,1.6426141607965634e-6,1.5996929335812473e-6,1.565988293900141e-6,1.5340615457353457e-6,1.4718836850087734e-6,9.82218228848391e-8,1.2078569660729617e-7,1.3834968175461376e-7,1.5339484492122323e-7,1.5644456651384476e-7,1.6150452416712183e-7,1.6831856097107778e-7,1.585832700607594e-7,1.496142421964403e-7,1.2816450993924032e-7,1.2647896795836245e-7,1.251394539663707e-7,1.2385723821139183e-7,1.2132121352050406e-7,182,182,182,182,182,182,182,182,182,182,182,182,182,182
14,121,7.950780379731464e-7,1.1938734424106201e-6,1.5507116842266007e-6,1.9015795564694003e-6,1.9795415508763306e-6,2.1143809974265218e-6,2.2766881334829847e-6,1.9968993795018876e-6,1.7984145677140757e-6,1.3118999707749288e-6,1.259247557529014e-6,1.2499312979047225e-6,1.2142264610607229e-6,1.174605617528438e-6,8.91671485454787e-8,1.0926451585078388e-7,1.245275746261285e-7,1.3789777215275816e-7,1.4069618157136782e-7,1.4540911241825673e-7,1.5088698199258228e-7,1.4131169022773339e-7,1.3410498006092375e-7,1.1453820195790263e-7,1.1221620014636986e-7,1.1180032638166681e-7,1.1019194439979371e-7,1.0837922390977147e-7,121,121,121,121,121,121,121,121,121,121,121,121,121,121
15,133,9.100853037809424e-7,1.4032782685706227e-6,1.8660842180205185e-6,2.3268660163834743e-6,2.4216220140406125e-6,2.5892069804634774e-6,2.8391332626135956e-6,2.5319943725824766e-6,2.2447867882092506e-6,1.6540692210059352e-6,1.5823052102165653e-6,1.5621765839956236e-6,1.50094418822949e-6,1.4683184575958344e-6,9.539839116992186e-8,1.1846004679091692e-7,1.3660469311193222e-7,1.525406836350052e-7,1.5561561663408377e-7,1.609101295898887e-7,1.6849727780037266e-7,1.591224174207543e-7,1.498261254991682e-7,1.2861062246198542e-7,1.2578971381701151e-7,1.2498706269032904e-7,1.2251302739829302e-7,1.2117419104726198e-7,133,133,133,133,133,133,133,133,133,133,133,133,133,133
16,110,8.276750951965787e-7,1.2851932567319367e-6,1.7495535552476599e-6,2.2050273179973736e-6,2.2739616405915648e-6,2.4782703733365974e-6,2.6824834632837857e-6,2.3779685235019816e-6,2.1166617858427137e-6,1.5555665934066644e-6,1.5134349000501282e-6,1.4747155189477846e-6,1.451154224872598e-6,1.3924935221666586e-6,9.09766505866521e-8,1.1336636435609712e-7,1.3227069045134904e-7,1.484933438911446e-7,1.5079660608221807e-7,1.5742523220045118e-7,1.6378288870586527e-7,1.5420663161816296e-7,1.4548751787843223e-7,1.2472235539014905e-7,1.2302174198287587e-7,1.2143786555056807e-7,1.2046386283332434e-7,1.1800396273713263e-7,110,110,110,110,110,110,110,110,110,110,110,110,110,110
17,58,4.909237420626643e-7,7.585699868287925e-7,1.0361957752808462e-6,1.3071091652020202e-6,1.3569260811901038e-6,1.4713857197863826e-6,1.5901359629700878e-6,1.4028144431187474e-6,1.2541666495912123e-6,9.252353382176679e-7,8.98662101038361e-7,8.780152499754145e-7,8.555255615781229e-7,8.29415073400556e-7,7.006595050826502e-8,8.709592337353068e-8,1.0179370193095671e-7,1.1432887497049992e-7,1.1648717016006972e-7,1.2130068918956655e-7,1.2610059329638731e-7,1.1844046787811789e-7,1.119895820865143e-7,9.618915418162631e-8,9.479779011339667e-8,9.370246794911085e-8,9.24946247939913e-8,9.107222811596059e-8,58,58,58,58,58,58,58,58,58,58,58,58,58,58
18,24,2.353190648425997e-7,3.5114325402508727e-7,4.3563547370979147e-7,5.218789207756793e-7,5.494289052287089e-7,5.817259311485953e-7,6.020277881495032e-7,5.272421002287016e-7,4.7141919373564314e-7,3.437125205945054e-7,3.3489767073889895e-7,3.266993474905045e-7,3.180360197977817e-7,3.056669354389401e-7,4.850969643716601e-8,5.925734165697e-8,6.600268734754605e-8,7.224118775156451e-8,7.412347166914869e-8,7.627095981752133e-8,7.75904496796805e-8,7.261143850859184e-8,6.865997332767056e-8,5.862700065622541e-8,5.787034393702002e-8,5.715761956996674e-8,5.6394682355500655e-8,5.528715361084708e-8,24,24,24,24,24,24,24,24,24,24,24,24,24,24
19,14,1.468898588318785e-7,2.1500481485246595e-7,2.830065739065244e-7,3.511548542930581e-7,3.653044223718544e-7,3.891748023008853e-7,4.10164823530876e-7,3.663533854477066e-7,3.227112698554312e-7,2.3296010971278457e-7,2.252834212748428e-7,2.207593810566013e-7,2.1601243495906108e-7,2.0707784414158604e-7,3.832621280949612e-8,4.63686116734657e-8,5.3198362184048904e-8,5.9258320453169955e-8,6.044041879172037e-8,6.238387630637306e-8,6.404411163650223e-8,6.05271332088103e-8,5.6807681686144454e-8,4.8265941378241505e-8,4.7464030725892085e-08,4.69850381564814e-8,4.647713792382886e-8,4.550580667800386e-8,14,14,14,14,14,14,14,14,14,14,14,14,14,14
20,56,3.6077015281733644e-7,5.633316558772696e-7,7.720565521885208e-7,1.0005881893760956e-6,1.0144360554386314e-6,1.1254355967229945e-6,1.2198100984199104e-6,1.0652790177028197e-6,9.699226200654207e-7,7.181397044734931e-7,7.170596981055053e-7,6.894167399467698e-7,6.856153428550009e-7,6.62384848595117e-7,6.006414511314854e-8,7.505542324690933e-8,8.786674867027463e-8,1.0002940514549189e-7,1.0071921641070443e-7,1.0608654941711482e-7,1.1044501339670842e-7,1.0321235476932107e-7,9.848464956862164e-8,8.474312387878399e-8,8.467937754291214e-8,8.303112307723953e-8,8.280189266284925e-8,8.13870289785244e-8,56,56,56,56,56,56,56,56,56,56,56,56,56,56
21,61,5.306535273836933e-7,8.415897727057815e-7,1.1814235746883468e-6,1.5058947944604687e-6,1.5513651919390535e-6,1.6896276903133e-6,1.847828557495868e-6,1.6231688261188537e-6,1.4690034747133416e-6,1.0824024593864045e-6,1.0472172439109468e-6,1.025265667442798e-6,1.004206982853881e-6,9.719627952570044e-7,7.284596950989762e-8,9.173820211372041e-8,1.0869331049739663e-7,1.2271490514442282e-7,1.2455381134028188e-7,1.2998567960792067e-7,1.3593485783623965e-7,1.274036430451992e-7,1.2120245355244842e-7,1.0403857262508e-7,1.0233363298109506e-7,1.0125540318633855e-7,1.0021012837302829e-7,9.858817349241259e-8,61,61,61,61,61,61,61,61,61,61,61,61,61,61
22,66,3.837931269483532e-7,5.831647068347357e-7,7.913612997641131e-7,9.976663625396997e-7,1.020660555375603e-6,1.1145449495499454e-6,1.2065355980571677e-6,1.069457995905713e-6,9.6002074123435e-7,7.124077266488026e-7,7.174198108935987e-7,6.776375222245489e-7,6.727803325670236e-7,6.499728804834433e-7,6.195103929300567e-8,7.636522158906735e-8,8.895849030666568e-8,9.98832499741423e-8,1.0102774645490234e-7,1.0557201094750188e-7,1.098424143060033e-7,1.0341460225256938e-7,9.798064815229331e-8,8.440424910209216e-8,8.470063818493924e-8,8.231874162209653e-8,8.202318773170327e-8,8.062089558442299e-8,66,66,66,66,66,66,66,66,66,66,66,66,66,66
23,16,1.2165343996957348e-7,1.6843543883413286e-7,1.7261598643157318e-7,1.9744852777606454e-7,1.9593662139503151e-7,2.1198615905149844e-7,1.9715159891075065e-7,1.6533894299009895e-7,1.4804248689603744e-7,1.1141284047739118e-7,1.1040725826798383e-7,1.0617424248920344e-7,1.0480799674385374e-7,9.941258132074003e-8,3.4878853187794676e-8,4.104088678795e-8,4.154708009374103e-8,4.443518063157441e-8,4.426472877981198e-8,4.604195467739162e-8,4.440175659934533e-8,4.066189161734842e-8,3.8476289698467216e-8,3.337856205371813e-8,3.3227587674699444e-8,3.25843892821706e-8,3.237406319013011e-8,3.1529760754046333e-8,16,16,16,16,16,16,16,16,16,16,16,16,16,16
24,33,3.13585460187498e-7,5.029549407963954e-7,7.028202867538456e-7,8.984574317967051e-7,9.33040199286545e-7,1.0118057417910656e-6,1.1265709352561723e-6,1.0208126616558622e-6,9.06256601814341e-7,6.763682627686744e-7,6.499053204021106e-7,6.356162381183161e-7,6.180032289071285e-7,5.919477474720068e-7,5.599870178740735e-8,7.09193161837024e-8,8.383437759975593e-8,9.478699445581682e-8,9.659400598828816e-8,1.0058855510400106e-7,1.0614004594196161e-7,1.0103527412027258e-7,9.519751056694398e-8,8.224161129067661e-8,8.061670548975012e-8,7.972554409461977e-8,7.861318139517879e-8,7.693814057228098e-8,33,33,33,33,33,33,33,33,33,33,33,33,33,33
25,10,1.1441061139389753e-7,1.8951607823806632e-7,2.6381410360735236e-7,3.2707652569653376e-7,3.506068682752067e-7,3.667711591806692e-7,4.1725456239129586e-7,3.7835719347951185e-7,3.3655672789287477e-7,2.449796223679358e-7,2.2272368193111175e-7,2.2890800476487884e-7,2.1447365284362602e-7,2.0786630988849926e-7,3.3824637676388724e-8,4.353344441209153e-8,5.1362837110828715e-8,5.7190604621435316e-8,5.92120653477994e-8,6.056163465269652e-8,6.459524459209795e-8,6.151074649843813e-8,5.801350945192635e-8,4.949541618856596e-8,4.7193609941507095e-8,4.784433140559902e-8,4.6311300223987023e-8,4.559235790003619e-8,10,10,10,10,10,10,10,10,10,10,10,10,10,10
26,20,2.1511392890680923e-7,3.4474799274413807e-7,4.928173065045377e-7,6.365353107290046e-7,6.418665265867178e-7,7.221453547267952e-7,7.800347423368004e-7,6.716329955888407e-7,6.283231162836562e-7,4.573774242306017e-7,4.6469220160249957e-7,4.370965957528908e-7,4.27032093992824e-7,4.203784453781883e-7,4.638037612038191e-8,5.871524442120105e-8,7.02009477503358e-8,7.97831630564372e-8,8.01165729787987e-8,8.497913595270283e-8,8.831957553888042e-8,8.195321809354656e-8,7.926683520134106e-8,6.762968462373617e-8,6.816833587542677e-8,6.611328124914772e-8,6.534769269016497e-8,6.483659810463441e-8,20,20,20,20,20,20,20,20,20,20,20,20,20,20
27,11,1.4048812150928123e-7,2.2900883197796905e-7,3.2177175283740134e-7,4.105643487007827e-7,4.408152961774188e-7,4.630928635640636e-7,5.488838958669133e-7,5.10028376569675e-7,4.3506203889784615e-7,3.1484193563134343e-7,2.9113032102780183e-7,2.91695322989115e-7,2.784631514578536e-7,2.662568593030887e-7,3.74817450913483e-8,4.7854867252764274e-8,5.6724928632603966e-8,6.40752954500237e-8,6.639392262680515e-8,6.805092678017424e-8,7.408669893219115e-8,7.141627101506175e-8,6.595923278039596e-8,5.6110777541515446e-8,5.395649368035342e-8,5.4008825481500244e-8,5.276960786834157e-8,5.160008326573599e-8,11,11,11,11,11,11,11,11,11,11,11,11,11,11
28,7,1.0907601118713505e-7,1.717175173860039e-7,2.4281084777162774e-7,3.129612159873836e-7,3.380229330216788e-7,3.5739765168607023e-7,4.138043403835884e-7,3.965060520334789e-7,3.251923990363576e-7,2.4335184813717826e-7,2.2862187386177014e-7,2.243786335072535e-7,2.164012575189291e-7,2.0309201240868923e-7,3.3026657594606066e-8,4.1438812408900415e-8,4.927584071039557e-8,5.5942936639703104e-8,5.8139739681364145e-8,5.978274430687088e-8,6.432762551063022e-8,6.29687265262272e-8,5.702564327005506e-8,4.9330705259217435e-8,4.781441977706831e-8,4.736862184054477e-8,4.6518948560659576e-8,4.506573115003119e-8,7,7,7,7,7,7,7,7,7,7,7,7,7,7
29,7,1.2117266892825426e-7,2.0482993840489136e-7,2.9040244816722854e-7,3.696398401121703e-7,3.9432651995121597e-7,4.2333697317461516e-7,4.5903239248594497e-7,3.9064456938597874e-7,3.565789747124596e-7,2.5743072747568003e-7,2.3529666899756842e-7,2.382976794181084e-7,2.2498812674601298e-7,2.2410643338276057e-7,3.480986482712253e-8,4.5258141632737346e-8,5.388900149077069e-8,6.079801313465518e-8,6.279542339623295e-8,6.50643506979525e-8,6.775192930728577e-8,6.250156553127118e-8,5.971423404117813e-8,5.0737631741704307e-8,4.850738799374467e-8,4.8815743302556436e-8,4.743291333515294e-8,4.7339881007746584e-8,7,7,7,7,7,7,7,7,7,7,7,7,7,7
30,11,1.4576603055419856e-7,2.3436190009941104e-7,3.365784526014655e-7,4.3980579854897293e-7,4.43146815320505e-7,5.008198118431648e-7,5.473414182815879e-7,4.53898797050514e-7,4.3224011184478444e-7,3.119044661628353e-7,3.1707336903525273e-7,2.973801136133216e-7,2.86227512373044e-7,2.8651795865296336e-7,3.8179317772086836e-8,4.841093885677193e-8,5.801538180529932e-8,6.631785570636108e-8,6.656927334142269e-8,7.07686238274537e-8,7.398252619920381e-8,6.737201177421631e-8,6.574497029011303e-8,5.5848407870129596e-8,5.6309268245578606e-8,5.453256949872449e-8,5.350023480070382e-8,5.3527372311086164e-8,11,11,11,11,11,11,11,11,11,11,11,11,11,11
31,10,1.0408609211892783e-7,1.6627538085723697e-7,2.3971339465266694e-7,3.1634593011087503e-7,3.2607216121282704e-07,3.555091810349952e-7,4.093454933306797e-7,3.8922580958929643e-7,3.298832059007843e-7,2.4667295218392943e-7,2.3747743369318899e-7,2.2974131346455052e-7,2.2247745276294122e-7,2.1186504603046106e-7,3.22623762483373e-8,4.07768783573776e-8,4.8960534581708454e-8,5.624463797651071e-8,5.7102728587417525e-8,5.962459065142463e-8,6.398011357685135e-8,6.238796435125099e-8,5.7435459944252585e-8,4.9666180866252384e-8,4.873165641481818e-8,4.793133770974377e-8,4.7167515597383456e-8,4.602880033527499e-8,10,10,10,10,10,10,10,10,10,10,10,10,10,10
32,6,1.2351426839847947e-7,2.010961580297984e-7,2.8339687348504817e-7,3.5759879113426487e-7,3.9372102261334943e-7,4.018453216716337e-7,4.6444425105050615e-7,4.3764402389916357e-7,3.614338636500682e-7,2.6732776165266676e-7,2.487569212990939e-7,2.471486425410903e-7,2.370230436455746e-7,2.2445389748134866e-7,3.514459679644646e-8,4.484374627858364e-8,5.3235032965618443e-8,5.979956447452313e-8,6.274719297413626e-8,6.33912708242731e-8,6.815014681205802e-8,6.615466906418349e-8,6.011936989440825e-8,5.1703748573257886e-8,4.987553722007352e-8,4.971404656041291e-8,4.868501244177458e-8,4.737656567136844e-8,6,6,6,6,6,6,6,6,6,6,6,6,6,6
33,4,8.720768214012974e-8,1.5334388019138864e-7,2.2395609857543282e-7,2.8703343870014867e-7,3.013249445186872e-7,3.2457260133691266e-7,3.4803073884350633e-7,2.9570617676248804e-7,2.688285541701443e-7,1.9824085712784829e-7,1.760852098564436e-7,1.851053905480424e-7,1.6798797131570547e-7,1.6989237785896165e-7,2.9530946842275432e-8,3.9159147104015e-8,4.7324000103059e-8,5.357550174288139e-8,5.4893072834255426e-8,5.697127358036791e-8,5.89941301184708e-8,5.437887243796878e-8,5.184867926670306e-8,4.45242470040593e-8,4.1962508249203074e-8,4.302387599322525e-8,4.098633568833709e-8,4.1218003088330425e-8,4,4,4,4,4,4,4,4,4,4,4,4,4,4
34,8,1.3058683871811146e-7,2.056537318169742e-7,2.9834428071004625e-7,3.9241730688726504e-7,3.9754412649623937e-7,4.4917818067797054e-7,4.837583398673077e-7,4.0017505644522713e-7,3.818524026747469e-7,2.7324272393842903e-7,2.899789619367654e-7,2.624068808467459e-7,2.6331545352206434e-7,2.5765881060931285e-7,3.613680100923593e-8,4.534906083007389e-8,5.462090082651935e-8,6.26432204541932e-8,6.305110042626056e-8,6.702075653690956e-8,6.955273825431373e-8,6.325939111667351e-8,6.179420706463891e-8,5.227262418689433e-8,5.384969470078409e-8,5.122566552488566e-8,5.131427223707497e-8,5.0760103487809486e-8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
35,2,4.758074521995271e-8,7.861144542480344e-8,1.1379840373709169e-7,1.4530289172887623e-7,1.5472784995714568e-7,1.6273303031692594e-7,1.8064865112214164e-7,1.6870009422220474e-7,1.4793677329351815e-7,1.0180552482588109e-7,1.0200006007813144e-7,9.385089397349493e-8,9.652428149811702e-8,8.926053523600785e-8,2.1813011075950223e-8,2.803773268736319e-8,3.373401899227124e-8,3.8118616413620815e-8,3.933546109519319e-8,4.0340182240159246e-8,4.2502782393878834e-8,4.107311702588504e-8,3.8462549745631546e-8,3.1906978049618094e-8,3.1937448250937554e-8,3.0635093271197155e-8,3.1068357133604123e-8,2.987650167539832e-8,2,2,2,2,2,2,2,2,2,2,2,2,2,2
36,1,3.0482506745058244e-8,5.505274771557023e-8,7.521343229969155e-8,9.146142957749114e-8,1.0267785070601776e-7,1.0130517957766241e-7,1.1806787488054505e-7,1.0699942585952679e-7,8.651556013766536e-8,6.364271639345953e-8,5.1926407810551415e-08,5.8120789515807003e-8,5.1779174799883407e-8,4.8388833996856175e-8,1.7459240173918864e-8,2.3463321954823498e-8,2.7425067420097905e-8,3.024259075831486e-8,3.2043384762852035e-8,3.182847460650014e-8,3.436100622515951e-8,3.2710766707542455e-8,2.9413527523516346e-8,2.5227508080161135e-8,2.2787366633850304e-8,2.4108253672924343e-8,2.2755037859753916e-8,2.1997462125630802e-8,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,1,3.203439235546169e-8,6.121941089338564e-8,8.488648414274863e-8,9.915347099020352e-8,1.1531942367056179e-7,1.1138360976851074e-7,1.236697196909624e-7,1.0278308867995794e-7,9.47718048060969e-8,6.290326118348704e-8,5.8317818639861667e-8,5.7923998831332704e-8,5.5206027029585236e-8,5.376405715821017e-8,1.7898154194067526e-8,2.4742556636973805e-8,2.9135285161252264e-8,3.1488644142008327e-8,3.395871370805464e-8,3.337418310139002e-8,3.51667058012209e-8,3.205980172739032e-8,3.0785029609551604e-8,2.50805225590471e-8,2.4149082516704785e-8,2.4067405101367434e-8,2.3495962851005964e-8,2.3187077685256106e-8,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,1,2.6978566638963916e-8,5.07477092572135e-8,7.293922421928579e-8,8.929296490957474e-8,9.749092098997236e-8,1.0019402501189138e-7,1.052716445647328e-7,8.765896794995562e-8,8.230388639133628e-8,5.864497660001234e-8,5.194565771732909e-8,5.2998352039299327e-8,5.045613764383076e-8,4.955619334116201e-8,1.6425153466243144e-8,2.2527252219747863e-8,2.7007262767501224e-8,2.988192847015981e-8,3.1223536153032437e-8,3.1653439783361835e-8,3.2445592083476117e-8,2.9607257210007755e-8,2.868865392299476e-8,2.4216724923079985e-8,2.2791590053642393e-8,2.3021370949467653e-8,2.2462443688038658e-8,2.226122039358175e-8,1,1,1,1,1,1,1,1,1,1,1,1,1,1
