region_id,value
1,3.6738656705972574
2,2.175772807448925
3,2.740005270132851
4,2.325939797257732
5,1.378495191932516
6,1.6279627272903965
7,2.3630448694297517
8,2.0547064156098025
9,2.815360473883579
10,1.5503120486189563
11,2.8603724232121164
12,4.32696450755281
13,2.606939638346392
14,4.585124653086652
15,1.737974217538121
16,1.458949393671502
17,1.2084497740121518
18,2.5174770729622815
19,2.391363970222525
20,1.7044727503836177
