tag,mode,mask_mode,variant_note,ncomp,source_cube,photometry_cube,png_path,fits_path,mask_pixels,mask_seed_pixels,mask_allowed_pixels,labeled_pixels,registration_score,registration_row,registration_col,registration_template_width,registration_template_height
sagui11,psfmatched,copula_bridge,copula_relaxed_bridge_holefill_mask_on_flux_cube,20,/Users/rd23aag/Documents/GitHub/crp8_segmentation/data/PSF_matched/datacube_sagui-11_psfmatched.fits,/Users/rd23aag/Documents/GitHub/crp8_segmentation/data/raw/datacube_sagui-11.fits,/Users/rd23aag/Documents/GitHub/crp8_segmentation/results/figures/paper_repro/figure_03_segmentation_panels/psfmatched_n20/png/sagui11.png,/Users/rd23aag/Documents/GitHub/crp8_segmentation/results/segmentation/paper_repro/figure_03_segmentation_panels/psfmatched_n20/sagui11.fits,11987,9409,12355,11987,NA,NA,NA,215,215
