"method","n_regions","valid_pixels","mean_pixels_per_region","median_pixels_per_region","mean_cluster_snr","mean_avg_corr","median_avg_corr","mean_pixel_intravariance","median_pixel_intravariance","target_sn","voronoi_mask_mode"
"sagui",10,2086,208.6,88.5,24.2024772219368,0.997260306359165,0.998206351711927,0.127798424424415,0.0338772336820816,NA,"shared"
"voronoi",9,8463,940.333333333333,1126,30.8818042803079,0.994353885679981,0.995523613502275,0.222409490708068,0.0599330009227398,27.65625,"none"
