"region_id","n_pix","area_arcsec2","sfr","surface_sfr"
1,600,0.239999999999995,0.554036828465103,2.30848678527131
2,59,0.0235999999999995,2.94097386700115,124.61753673734
3,143,0.0571999999999988,1.95860265948917,34.2413052358255
4,336,0.134399999999997,1.98082001854441,14.7382441855986
5,168,0.0671999999999986,2.29222377305206,34.1104728132755
6,60,0.0239999999999995,0.266181798572315,11.0909082738467
7,132,0.0527999999999989,0.270208752355977,5.11759000674209
8,22,0.00879999999999981,1.5033670766788,170.837167804412
9,96,0.0383999999999992,0.103107783834755,2.68509853736347
10,110,0.0439999999999991,1.12436456870886,25.5537401979292
11,172,0.0687999999999986,1.70257253660301,24.7466938459745
12,61,0.0243999999999995,0.783683704444863,32.1181846083967
13,83,0.0331999999999993,0.971141407869074,29.2512472249727
14,71,0.0283999999999994,0.726392987397709,25.577217866117
15,29,0.0115999999999998,0.284299298687175,24.5085602316536
16,34,0.0135999999999997,0.297157260817604,21.8497985895302
17,14,0.00559999999999988,0.303520581126075,54.2001037725145
18,5,0.00199999999999996,0.0498820354662833,24.9410177331422
19,7,0.00279999999999994,0.0311957292254832,11.1413318662442
20,5,0.00199999999999996,0.00684945120723553,3.42472560361784
21,3,0.00119999999999997,0.0142861886196824,11.9051571830689
22,3,0.00119999999999997,0.000294560156988226,0.245466797490194
23,3,0.00119999999999997,0.129177709757208,107.648091464342
24,43,0.0171999999999996,1.13575273531246,66.0321357739818
25,71,0.0283999999999994,6.26046374894698,220.438864399546
26,43,0.0171999999999996,3.43579173705173,199.755333549523
27,41,0.0163999999999997,3.87907379616378,236.528890009992
28,43,0.0171999999999996,1.50408590648807,87.4468550283777
29,14,0.00559999999999988,0.573338518270694,102.381878262626
30,9,0.00359999999999992,0.18022093485679,50.0613707935539
31,3,0.00119999999999997,0.109225893204895,91.0215776707477
32,2,0.000799999999999983,0.00456839687356604,5.71049609195768
33,7,0.00279999999999994,0.433223135883643,154.722548529876
34,2,0.000799999999999983,0.0011610748681204,1.45134358515052
35,5,0.00199999999999996,0.452096951406868,226.048475703439
36,4,0.00159999999999997,0.0815928375523939,50.9955234702472
37,3,0.00119999999999997,0.0516370487094594,43.0308739245504
38,1,0.000399999999999992,3.49534184023619e-05,0.0873835460059065
39,2,0.000799999999999983,0.000163907506319648,0.204884382899565
40,2,0.000799999999999983,0.0595730452708907,74.4663065886149
