region_id,value
1,0.007210394299297015
2,0.015977743418177596
3,0.040100147182470076
4,0.05783689416758728
5,0.0933832377299186
6,0.13926462798739106
7,0.20220781349494288
8,0.14575883843649545
9,0.03920238281218937
10,0.026305602017925298
11,3.010309149722494e-5
12,3.9863246751422146e-5
13,4.8338882645198186e-5
14,0.05067320122296303
15,6.250698942327817e-5
16,5.938813915200391e-5
17,4.7357958991518686e-4
18,2.547092339262351e-4
19,0.193501168659339
20,0.031662259436892076
