region_id,value
1,0.2536486731820742
2,0.2506423309365453
3,0.25064233093654537
4,0.25064233093654537
5,0.2506423309365455
6,0.2506423309365453
7,0.25064233093654537
8,0.2506423309365453
9,5.149895415162459
10,5.966827511934637
11,7.846366619489211
12,7.8463666194892125
13,7.846366619489214
14,5.298660029881275
15,7.780640959948875
16,7.825080723634184
17,6.280357150147123
18,7.09879297333796
19,0.2506423309365454
20,5.598492228132419
