tag,region,n_pix,photometry_mode,z_used,Z_mode,Z_fixed,Z_fit,logzsol,systematic_frac,convergence,objective,rms_sigma,logMformed,age_mw_gyr,sfr_recent,mSFR,mpeak,mperiod,tau_screen,Av
sagui7,1,932,raw,1.0878,free,NA,0.010374060515461003,-0.28508121861002705,0.1,0,19.590256084060943,1.2327606327874856,9.434612278360401,0.7011234410001973,1.140762420178249,3.629722333662671,0.9856939045493283,0.2,0,0
sagui7,2,320,raw,1.0878,free,NA,0.02028238801647691,0.006089091157219416,0.1,0,19.870371299727765,1.3967613745492375,9.461732933343356,0.5912576482604022,1.7019766846581705,3.782900369967529,0.8243505689232874,0.23723684874783135,0,0
sagui7,3,228,raw,1.0878,free,NA,0.014556299674106906,-0.13797900773086977,0.1,0,20.676657748703377,1.7356899610633936,9.598948512993267,1.0711180809563057,1.8055913662304897,2.020120984537799,0.9068711533514866,1.3404844864714967,0,0
sagui7,4,247,raw,1.0878,free,NA,0.016542760913503107,-0.08242200257346177,0.1,0,21.71754967882007,2.377506645156557,9.754042950087168,1.0470244160622721,2.1127440851269514,3.548161450152681,1.3851017779430066,0.613800174525673,0,0
sagui7,5,116,raw,1.0878,free,NA,0.020366626207181035,0.007889097108560138,0.1,0,24.134030971937428,4.736485825224739,9.548032378165445,1.189064438048657,0.6154623486780677,3.8059927775663063,1.62645856663634,0.2154279358224501,0,0
sagui7,6,105,raw,1.0878,free,NA,0.02231964152990625,0.04765721956420247,0.1,0,25.00753959317275,6.05096357842482,9.640763777675133,1.2775904935327986,0.6112533458917946,4.911684048838468,1.7222910192585101,0.2,0,0
sagui7,7,54,raw,1.0878,free,NA,0.021900618840780147,0.0394263911094169,0.1,0,26.06484542912454,7.150085112187008,9.522669206258083,1.4932515226110026,0.36598490701483005,3.3831207420017204,1.998937402863455,0.2184961225358388,0,0
sagui7,8,24,raw,1.0878,free,NA,0.023560239517520735,0.07114970558728081,0.1,0,26.831343677322742,8.765406103887615,9.270495622303248,1.5547375543086928,0.16725830796203267,2.0239358025258443,2.048849684590387,0.2,0,0
sagui7,9,25,raw,1.0878,free,NA,0.02376823658301114,0.0749669660104926,0.1,0,26.939084185261315,9.447070864107593,9.43418346168062,1.6542209782485995,0.20953274719603074,2.9243965434737444,2.162746228796594,0.2,0,0
sagui7,10,12,raw,1.0878,free,NA,0.006570395019613089,-0.4834385150416329,0.1,0,27.340827657955757,9.674000905047633,9.309535039950898,1.4695191963668568,0.20895643813066542,2.2339817062950194,1.950030176914441,0.2,0.5096345525143957,0.5534631240306338
sagui7,11,9,raw,1.0878,free,NA,0.004000000016149944,-0.6989700025825609,0.1,0,25.32962363769021,7.2303435336790525,9.359623468903623,2.3130138284431965,0.0876524512797299,2.132268258376465,2.947337551275693,0.22667759194067907,0.07060465043889166,0.07667665037663635
sagui7,12,182,raw,1.0878,free,NA,0.03169786384922227,0.19999999999999998,0.1,0,25.33404782865108,6.426547775971099,9.463242889811923,0.7660752853960009,1.0544332464764614,3.753536102972795,1.0746077796874904,0.2,0.22941694147946867,0.24914679844670298
sagui7,13,143,raw,1.0878,free,NA,0.03169786384922227,0.19999999999999998,0.1,0,26.62360865878214,8.39333562960594,9.479062587623938,0.7091567276612162,1.2406342741619674,4.003723283518584,0.9968894251738083,0.2,0.46489916214265375,0.504880490086922
sagui7,14,79,raw,1.0878,free,NA,0.03169786384922227,0.19999999999999998,0.1,0,27.35308217837739,9.130341468810597,9.340139333545286,0.6857415790548311,0.9510507863984988,2.945270020813075,0.9642716176025765,0.2,0.5944421701021186,0.6455641967309009
sagui7,15,105,raw,1.0878,free,NA,0.03169786384922227,0.19999999999999998,0.1,0,28.842588401962736,13.320344412961363,9.625851029307428,0.7664550024137982,1.53204251834147,5.457196516340556,1.0751139579410156,0.2,0.733011663095582,0.7960506661218021
sagui7,16,40,raw,1.0878,free,NA,0.03169786384922227,0.19999999999999998,0.1,0,30.17523829978803,17.65426466877015,9.398438426279025,1.0536227429044005,0.5163865494585431,2.9842047753998613,1.4596767169902474,0.2,0.6563745916024908,0.712822806480305
sagui7,17,30,raw,1.0878,free,NA,0.03169786384922227,0.19999999999999998,0.1,0,30.00663621860986,19.58137773556669,9.417694990914642,1.2786021561583027,0.36510594416209124,2.9382940304440575,1.7235157127884966,0.2,0.48410739219767235,0.5257406279266722
sagui7,18,22,raw,1.0878,free,NA,0.031670653098960146,0.19962702363941112,0.1,0,29.976513618757892,21.298258290133774,9.444175192264847,1.3844563607845746,0.32623772333678597,3.0771566329637836,1.8500936596735815,0.2,0.3492787214432781,0.37931669148740005
sagui7,19,10,raw,1.0878,free,NA,0.021201275160631576,0.025331986895494922,0.1,0,28.65177771397171,18.506053415526186,9.3090752914357,1.6218977130912369,0.16495749991034647,2.198413749666827,2.12590127521846,0.2,0.22799966190854457,0.24760763283267942
sagui7,20,6,raw,1.0878,free,NA,0.006101834377723856,-0.5155695802659482,0.1,0,26.261245843038925,13.254888142612243,9.206316999400517,2.0436653761963104,0.07022146859298878,1.653184946150037,2.5802464545222077,0.2,0,0
