"region_id","n_pix","area_arcsec2","sfr","surface_sfr"
1,151,0.0603999999999987,0.00159494309473117,0.0264063426280001
2,81,0.0323999999999993,0.00451537744137583,0.139363501277035
3,168,0.0671999999999986,0.00807700418198043,0.120193514612807
4,145,0.0579999999999988,0.00837249378225005,0.14435334107328
5,14,0.00559999999999988,0.0254933621649889,4.55238610089097
6,39,0.0155999999999997,6.50336806511731e-05,0.0041688256827676
7,140,0.0559999999999988,0.00249524929393443,0.044558023105973
8,263,0.105199999999998,0.0160320382224488,0.152395800593623
9,36,0.0143999999999997,0.000126561226578152,0.00878897406792742
10,98,0.0391999999999992,0.00042680785883806,0.0108879555826038
11,113,0.0451999999999991,0.000159183669056156,0.00352176258973805
12,130,0.0519999999999989,0.000778660517663801,0.0149742407243042
13,90,0.0359999999999992,8.01329775856216e-05,0.00222591604404509
14,98,0.0391999999999992,4.15334327713422e-05,0.00105952634620773
15,63,0.0251999999999995,0.000744679010161237,0.0295507543714783
16,53,0.0211999999999996,3.572955191593e-05,0.00168535622244956
17,18,0.00719999999999985,4.30305282645876e-05,0.00597646225897063
18,37,0.0147999999999997,0.000108594835151204,0.00733748886156797
19,100,0.0399999999999992,8.17881588751662e-06,0.00020447039718792
20,61,0.0243999999999995,9.90492788380438e-05,0.0040593966736904
21,131,0.0523999999999989,7.40268864527924e-05,0.00141272684070218
22,31,0.0123999999999997,4.88623355595027e-07,3.94051093221804e-05
23,25,0.00999999999999979,3.77844601668578e-05,0.00377844601668586
24,24,0.0095999999999998,2.72502778614202e-05,0.00283857061056466
25,13,0.00519999999999989,3.3715785020252e-05,0.00648380481158706
26,10,0.00399999999999992,4.11082987662413e-05,0.0102770746915605
27,15,0.00599999999999987,5.26963988489822e-06,0.000878273314149722
28,21,0.00839999999999982,8.3863562816428e-06,0.00099837574781464
29,12,0.0047999999999999,3.58020253968158e-05,0.00745875529100345
30,11,0.00439999999999991,4.1955153039079e-05,0.00953526205433633
31,5,0.00199999999999996,1.62782421060058e-05,0.00813912105300308
32,3,0.00119999999999997,3.12924823203215e-05,0.0260770686002685
33,8,0.00319999999999993,0.000670327640963003,0.209477387800943
34,17,0.00679999999999986,0.0139941937997342,2.05796967643154
35,1,0.000399999999999992,6.30085408752504e-05,0.157521352188129
36,1,0.000399999999999992,1.57077025445098e-05,0.0392692563612753
37,4,0.00159999999999997,0.000331342402755743,0.207089001722344
38,2,0.000799999999999983,9.70177610450245e-05,0.121272201306283
39,3,0.00119999999999997,6.57058507128676e-05,0.0547548755940574
40,2,0.000799999999999983,5.36318676233184e-08,6.70398345291494e-05
