tag,region,n_pix,photometry_mode,z_used,Z_mode,Z_fixed,Z_fit,logzsol,systematic_frac,convergence,objective,rms_sigma,logMformed,age_mw_gyr,sfr_recent,mSFR,mpeak,mperiod,tau_screen,Av
sagui5_6,1,1397,raw,0.3583,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,17.66845235729529,1.2816540115925699,8.362539808421982,0.2536486731820742,0.4053592203556489,0.5372873680031175,0.30517876590054327,0.2,1.4886579472769883,1.6166825307428094
sagui5_6,2,1362,raw,0.3583,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,19.788622462904904,1.8782566184154195,8.690332314300644,0.2506423309365453,0.8757440300779199,1.1527655165599577,0.3,0.2,0.5729051218500782,0.622174962329185
sagui5_6,3,846,raw,0.3583,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,19.911721474748767,1.8732437832282873,8.883156093735595,0.25064233093654537,1.3652147281280176,1.7970690147276585,0.3,0.2,0.67061723432401,0.7282903164758749
sagui5_6,4,1106,raw,0.3583,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,19.680382501274888,1.8358149140545938,9.158599854384764,0.25064233093654537,2.574214459952071,3.388508011180766,0.3,0.2,0.6794482985607939,0.7378808522370223
sagui5_6,5,803,raw,0.3583,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,19.284624332409184,1.7959419568200887,9.227624236794064,0.2506423309365455,3.017651673854017,3.972216391014199,0.3,0.2,0.8233913642474793,0.8942030215727625
sagui5_6,6,381,raw,0.3583,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,17.18051086245953,1.5469676575565012,9.07740556310957,0.2506423309365453,2.135258376404244,2.810698264246923,0.3,0.2,1.1455365942876294,1.2440527413963656
sagui5_6,7,240,raw,0.3583,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,17.085691346599443,1.5252697150841694,9.038648938878024,0.25064233093654537,1.952962076323917,2.5707367214769774,0.3,0.2,1.127268166788012,1.224213229131781
sagui5_6,8,170,raw,0.3583,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,18.062160915956937,1.6864079926363456,8.746723584145549,0.2506423309365453,0.9971682803700809,1.312599536323123,0.3,0.2,0.9644222042813102,1.0473625138495029
sagui5_6,9,143,raw,0.3583,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,17.346034065444393,1.553581620607024,9.442755109086606,5.149895415162459,0.22559690536303958,0.3335227803131025,8.5,5,0.508375814139892,0.5520961341559227
sagui5_6,10,130,raw,0.3583,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,17.235168583528054,1.543475825030815,9.532231004259712,5.966827511934637,0.13761831397263594,0.6312292557811593,8.5,1.378117024821528,0.3674921534981926,0.3990964786990372
sagui5_6,11,115,raw,0.3583,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,16.638545201666002,1.4676523093933274,9.71893656057456,7.846366619489211,1.3931361898759446e-4,5.382546797996485,8.5,0.2,0.13165206228851872,0.14297413964533134
sagui5_6,12,44,raw,0.3583,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,16.443879800009125,1.3567711519058876,9.423652965973895,7.8463666194892125,7.058460351506873e-5,2.727119820724176,8.5,0.2,0.15169656377061438,0.16474246825488723
sagui5_6,13,30,raw,0.3583,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,16.36062399848631,1.3878613061261513,9.341045483772444,7.846366619489214,5.8358281874889945e-5,2.2547413922987425,8.5,0.2,0.13273154654798364,0.14414645955111025
sagui5_6,14,34,raw,0.3583,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,16.90374578290764,1.4831676459260934,8.976437764081075,5.298660029881275,0.0693333035119706,0.12234777060278003,8.5,3.5680313991487673,0.6302329378259852,0.68443297047902
sagui5_6,15,8,raw,0.3583,free,NA,0.00400000000919974,-0.6989700033371697,0.1,1,19.701008492390482,1.7801201729642404,8.841845250016263,7.780640959948875,2.0123485460976923e-5,0.6975560077421665,8.413674110278187,0.20001093129713532,0.2548237741575756,0.2767386187351271
sagui5_6,16,23,raw,0.3583,free,NA,0.002839255711044356,-0.8478254876416574,0.1,0,17.173815528295464,1.3994216238079222,9.303825510254615,7.8250807236341835,5.496828517408064e-5,2.0526428538747554,8.47275404390583,0.2,0,0
sagui5_6,17,14,raw,0.3583,free,NA,0.003999999998726309,-0.6989700044743081,0.1,1,18.85075808046637,1.5107451307909765,9.149365840576358,6.280357150147123,2.668121779717011e-4,1.4162417795921944,6.912295794997137,0.2,0,0
sagui5_6,18,8,raw,0.3583,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,1,20.09467949337153,1.6366887990968346,9.08265420780567,7.09879297333796,8.200103081244106e-5,1.2444230944083132,7.752519741808392,0.2,0,0
sagui5_6,19,116,raw,0.3583,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,18.08550365707936,1.6715074183629415,8.703781345582582,0.2506423309365454,0.9032879499848019,1.1890223221664058,0.3,0.2,0.9170522542214108,0.9959187480844521
sagui5_6,20,28,raw,0.3583,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,21.139798328227513,2.0895171202259344,8.790476745413399,5.598492228132419,0.03567669122470057,0.09272499362718764,8.5,2.1767323009872657,0,0
