"region_id","n_pix","area_arcsec2","sfr","surface_sfr"
1,977,0.390799999999992,0.0419914469884613,0.107449966705379
2,347,0.138799999999997,0.105221192026404,0.758077752351631
3,401,0.160399999999997,0.0342598998828999,0.213590398272448
4,292,0.116799999999998,0.0198107034729572,0.169612187268473
5,155,0.0619999999999987,0.046498769118332,0.749980147069887
6,207,0.0827999999999983,0.0504721121855338,0.609566572289068
7,67,0.0267999999999994,0.00998082085235758,0.372418688520813
8,209,0.0835999999999982,0.00761553436867621,0.0910949087162245
9,142,0.0567999999999988,0.00760571267474034,0.133903392160924
10,182,0.0727999999999985,0.0237307900406972,0.325972390668924
11,187,0.0747999999999984,0.0312963168806958,0.418399958298081
12,189,0.0755999999999984,0.00843613113356352,0.11158903615825
13,110,0.0439999999999991,0.016712104014217,0.379820545777668
14,72,0.0287999999999994,1.54259288014913e-06,5.35622527829571e-05
15,24,0.0095999999999998,0.000392586105466121,0.0408943859860551
16,61,0.0243999999999995,0.0132177571981472,0.541711360579816
17,33,0.0131999999999997,0.0115675896289732,0.8763325476495
18,20,0.00799999999999983,0.0040490710936482,0.506133886706036
19,20,0.00799999999999983,0.005556998075677,0.694624759459639
20,11,0.00439999999999991,0.000380384243929267,0.0864509645293808
21,7,0.00279999999999994,0.00238994091365437,0.853550326305149
22,7,0.00279999999999994,1.36495924710715e-05,0.0048748544539542
23,11,0.00439999999999991,1.6122582499262e-06,0.00036642232952869
24,6,0.00239999999999995,0.00207248709692023,0.863536290383446
25,4,0.00159999999999997,1.04970277679124e-05,0.00656064235494538
26,8,0.00319999999999993,4.11821707194642e-06,0.00128694283498328
27,2,0.000799999999999983,1.23949373315835e-05,0.0154936716644797
28,2,0.000799999999999983,6.5547566008385e-06,0.0081934457510483
29,1,0.000399999999999992,4.54731410767556e-06,0.0113682852691891
30,2,0.000799999999999983,0.00014521539181907,0.181519239773842
31,1,0.000399999999999992,4.46042850114949e-06,0.011151071252874
32,1,0.000399999999999992,3.44635852269402e-07,0.000861589630673522
33,1,0.000399999999999992,6.380659510692e-07,0.00159516487767303
34,2,0.000799999999999983,6.57580480297713e-06,0.00821975600372158
35,1,0.000399999999999992,6.85574498358858e-06,0.0171393624589718
36,1,0.000399999999999992,0.000655309872798652,1.63827468199666
37,1,0.000399999999999992,0.000473018504414841,1.18254626103713
38,2,0.000799999999999983,0.000140654662323323,0.175818327904158
39,5,0.00199999999999996,2.32400906439769e-06,0.00116200453219887
40,9,0.00359999999999992,4.39219963024876e-05,0.012200554528469
