tag,region,n_pix,photometry_mode,z_used,Z_mode,Z_fixed,Z_fit,logzsol,systematic_frac,convergence,objective,rms_sigma,logMformed,age_mw_gyr,sfr_recent,mSFR,mpeak,mperiod,tau_screen,Av
sagui8,1,595,raw,0.6222,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,20.917588180641015,1.0975942295283425,8.376872166866713,0.25064233093654537,0.42551712007600445,0.5601196763920572,0.3,0.2,0.6168147913514289,0.6698608634076518
sagui8,2,1408,raw,0.6222,free,NA,0.004042973717874083,-0.6943290775356886,0.1,1,19.385267973107318,0.9651149827258789,9.761219920800256,4.312536571412014,0.5374512703062071,0.9151207510855673,7.606219529956631,3.3879755280107657,0.059366676399851416,0.06447221057023864
sagui8,3,813,raw,0.6222,free,NA,0.004796182548321904,-0.6201342911662517,0.1,1,19.371195295495127,0.9640728951863194,9.754105537796182,4.474987772615093,0.46231221902178754,1.0049590522387792,7.718527262165519,2.411532918384,0,0
sagui8,4,561,raw,0.6222,free,NA,0.004779287605169267,-0.6216668296379216,0.1,1,19.373999678215803,0.9642806507116234,9.6318156308267,1.920713994740406,0.8829747868837017,1.4133302737607598,2.4888037007988744,1.2244101594873966,0.2513926460744068,0.27301241363680584
sagui8,5,323,raw,0.6222,free,NA,0.006099620515879934,-0.5157271791754957,0.1,1,19.37595176318343,0.9644252395167398,9.500299303288333,1.9105278065021833,0.6534485072777733,1.0539165038716094,2.4832021482249536,1.2040118637764308,0.2112174117087664,0.22938210911572032
sagui8,6,368,raw,0.6222,free,NA,0.004390434053923107,-0.658522537402475,0.1,1,19.43697486101614,0.9689342743131328,9.820913808063066,4.551564185528406,0.503801177021397,1.228719324695892,7.693845128903191,2.1048400504363025,0,0
sagui8,7,200,raw,0.6222,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,20.15686673119037,1.0222323758593006,9.661319864741616,2.863843100525726,0.0657272945890119,4.738933019389789,3.474619375651281,0.2,0.0697044357057452,0.07569901717643929
sagui8,8,252,raw,0.6222,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,20.502977155765215,1.0685178621324762,9.914152196307015,3.244561700220626,0.07214800592449142,8.375294170449306,3.855343475441106,0.2,0.06470637169569786,0.07027111966152788
sagui8,9,135,raw,0.6222,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,21.151307891523977,1.1817198943945098,9.606495889560351,2.6583654641272876,0.07613872434089804,4.238503392340096,3.267890472114437,0.2,0.21904860070509222,0.23788678036573016
sagui8,10,139,raw,0.6222,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,21.802310202928616,1.3881271886981998,9.789665203209086,3.1472070203078557,0.06118112086336092,6.413135264017512,3.773755285713656,0.2,0.22164894674946034,0.24071075616991394
sagui8,11,52,raw,0.6222,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,22.680118710169715,1.7012548777736767,9.442493281940383,2.9303518565590614,0.03656707523910579,2.887745363307517,3.547382946411827,0.2,0.353926641489324,0.3843643326574059
sagui8,12,54,raw,0.6222,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,22.807709752736574,1.9509142295491697,9.638919477184857,3.704659131140799,0.02119692763195781,4.464297514250054,4.331603359508083,0.2,0.34936075695203817,0.3794057820499135
sagui8,13,10,raw,0.6222,free,NA,0.00228398312541884,-0.9423371047436535,0.1,0,23.044355515508737,2.024073918719748,9.08665102436365,4.304851234362066,0.002758392319029711,1.2319319848793275,4.932660575530408,0.2,0.34255079038625846,0.3720101583594767
sagui8,14,14,raw,0.6222,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,23.40946867433766,1.8963185575973989,9.20270248060968,4.3569243593261415,0.00337200291974045,1.6437300917599722,5.002652140873045,0.2,0.23780402440478693,0.25825517050359864
sagui8,15,7,raw,0.6222,free,NA,0.003802632152538943,-0.72094567967895,0.1,1,22.417250779499113,1.8240644828379007,9.01486275166451,4.648343142504087,0.0015198029303859697,1.0678215982738433,5.295002864689612,0.2,0.06392866825273427,0.06942653372246943
sagui8,16,8,raw,0.6222,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,1,23.589098839520783,2.1108735768759943,9.229642992711115,5.973147074186321,4.7327221628337424e-4,1.7171086645304012,6.607970835869248,0.2,0.18498263781956092,0.20089114467204316
sagui8,17,9,raw,0.6222,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,24.599852992263685,2.0002374578959174,9.168818281272227,5.2494097538560025,0.0010185725028999204,1.4851045556468334,5.878846631331911,0.2,0.229543043127093,0.24928374483602303
sagui8,18,5,raw,0.6222,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,23.390839259951257,1.8642721124937804,9.036867547494884,5.3035813104713885,6.991247426652108e-4,1.098530567715792,5.9386824205875355,0.2,0,0
sagui8,19,6,raw,0.6222,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,23.560225312731518,1.7200712773792912,9.231050526272266,7.078926806661701,1.1775312955941465e-4,2.013920852069946,7.848146200030749,0.2,0,0
sagui8,20,6,raw,0.6222,free,NA,0.0020000000000000005,-0.9999999999999999,0.1,0,26.754273960473192,1.461210050176616,8.914743162115766,3.20642261535111,0.12980369815100412,0.13721384308581683,2.0784261608944936,5,0,0
