"region","n_pix","F090W","F115W","F150W","F182M","F200W","F210M","F277W","F335M","F356W","F410M","F444W","F090W_err","F115W_err","F150W_err","F182M_err","F200W_err","F210M_err","F277W_err","F335M_err","F356W_err","F410M_err","F444W_err","F090W_n_eff","F115W_n_eff","F150W_n_eff","F182M_n_eff","F200W_n_eff","F210M_n_eff","F277W_n_eff","F335M_n_eff","F356W_n_eff","F410M_n_eff","F444W_n_eff"
11,34,6.93395191743375e-07,8.20279694513645e-07,8.31795105941788e-07,9.12660804403223e-07,8.67039589301501e-07,7.47328583017293e-07,5.00819211014874e-07,5.06012533910869e-07,4.49080976256242e-07,4.83757356414556e-07,5.83221443306166e-07,1.65105242293468e-09,1.95420062148304e-09,3.63547755885545e-09,1.91814655622719e-09,4.27300298119575e-09,1.52552525718944e-09,1.61433432355221e-09,1.21373547517762e-09,1.66909303783183e-09,1.38354893113572e-09,1.91006205433425e-09,34,34,34,34,34,34,34,34,34,34,34
12,40,8.15439580387709e-07,9.44242399330102e-07,1.03517493784737e-06,1.05146458745141e-06,1.07482381461799e-06,9.32207456822029e-07,6.81753786801568e-07,6.3212525844742e-07,5.58253746032417e-07,5.99039419889564e-07,6.94024039508538e-07,1.7908177899491e-09,2.1196281774391e-09,3.94322905615981e-09,2.08052205302822e-09,4.63472246485638e-09,1.65466446228014e-09,1.75099141940276e-09,1.31648096150513e-09,1.81038558419396e-09,1.50066951522892e-09,2.07175317954386e-09,40,40,40,40,40,40,40,40,40,40,40
13,57,1.53832129242003e-06,1.8005436867663e-06,1.89389662567005e-06,2.02873283628147e-06,1.98193635884008e-06,1.712514426774e-06,1.21036657932415e-06,1.16564219358467e-06,1.02755011203926e-06,1.10008670810928e-06,1.28787731261894e-06,2.13775943652166e-09,2.53027145679987e-09,4.70716516916645e-09,2.4835891606141e-09,5.53262411201939e-09,1.97522862927163e-09,2.0902173582959e-09,1.5715276083664e-09,2.16111817074556e-09,1.79139968079734e-09,2.47312146136293e-09,57,57,57,57,57,57,57,57,57,57,57
14,17,5.22586922069668e-07,6.15451066516122e-07,7.09490001236154e-07,6.98842641146439e-07,7.21088173425203e-07,6.35148653996501e-07,4.5699848891961e-07,4.23355314743192e-07,3.72345713384732e-07,4.0740432858857e-07,4.52721824970449e-07,1.16747036435159e-09,1.38182851124963e-09,2.5706708347182e-09,1.35633443721787e-09,3.02146938403385e-09,1.07870925423e-09,1.14150674728597e-09,8.58240585064775e-10,1.18022700548214e-09,9.78316831309468e-10,1.35061783110686e-09,17,17,17,17,17,17,17,17,17,17,17
15,36,1.38980038226663e-06,1.63548515501172e-06,1.71471533717507e-06,1.84046794775227e-06,1.78971607865447e-06,1.55782847405582e-06,1.04368358137564e-06,1.01183565142014e-06,9.13539981852773e-07,9.90324521070493e-07,1.19827499748212e-06,1.69891892717645e-09,2.01085585001372e-09,3.74087554596631e-09,1.97375652293364e-09,4.39688379350876e-09,1.5697525392429e-09,1.66113631461716e-09,1.2489235003814e-09,1.71748256675623e-09,1.42366010499124e-09,1.96543763911631e-09,36,36,36,36,36,36,36,36,36,36,36
16,7,3.36396790735881e-07,4.02891322366641e-07,4.54612598427987e-07,4.56174014801497e-07,4.72988886832296e-07,3.97915740004199e-07,2.69986472122424e-07,2.50935573570887e-07,2.20189380638746e-07,2.41556723110432e-07,2.94079595203184e-07,7.49152829828256e-10,8.86704083589284e-10,1.6495710633783e-09,8.70344818045659e-10,1.93884351021241e-09,6.92195806458146e-10,7.32492263709227e-10,5.50723498092244e-10,7.57338625454312e-10,6.27775098215154e-10,8.66676535084612e-10,7,7,7,7,7,7,7,7,7,7,7
17,22,1.0915282672809e-06,1.29849009634258e-06,1.37600295307731e-06,1.46811630131933e-06,1.42794445755809e-06,1.22744904997882e-06,8.33238413332109e-07,8.07016403666128e-07,7.18267333504605e-07,7.56675605786772e-07,9.36042153258881e-07,1.32810601844845e-09,1.57195832827292e-09,2.92437693605641e-09,1.5429564502037e-09,3.43720217319762e-09,1.22713200818129e-09,1.29856999154923e-09,9.7632841150046e-10,1.3426178830559e-09,1.11292629884713e-09,1.53645327957688e-09,22,22,22,22,22,22,22,22,22,22,22
18,11,8.18978697063604e-07,9.48118671195643e-07,9.99737446313705e-07,1.03424631120811e-06,1.01147701146656e-06,7.95804524407614e-07,5.2183859347802e-07,5.0151706217789e-07,4.37352175709216e-07,4.6433357714712e-07,7.32563505183677e-07,9.39112771779568e-10,1.11154239366445e-09,2.06784676223102e-09,1.09103496901456e-09,2.43046896497717e-09,8.67713364396057e-10,9.18227646869815e-10,6.90368440437065e-10,9.49374209651155e-10,7.86957732875653e-10,1.08643653296512e-09,11,11,11,11,11,11,11,11,11,11,11
19,54,8.43685838573558e-07,9.30062022794498e-07,9.5243045417786e-07,9.95030939571281e-07,9.62986225182954e-07,8.01948453181678e-07,5.71309756038002e-07,5.34156828520588e-07,4.64534068104471e-07,4.6361467063187e-07,7.26471033531492e-07,2.08074224296946e-09,2.46278538941208e-09,4.58161813943644e-09,2.41734817883867e-09,5.38506087620465e-09,1.92254637179167e-09,2.0344681820097e-09,1.52961265185255e-09,2.10347796533915e-09,1.74362041219283e-09,2.40715966854769e-09,54,54,54,54,54,54,54,54,54,54,54
20,33,7.9584340541898e-07,8.82624585917177e-07,9.03924438956397e-07,9.43598877176401e-07,9.26779647446905e-07,7.44560002075206e-07,5.16506991376744e-07,4.85985667697942e-07,4.18563122742219e-07,4.27620184414681e-07,6.75603429965901e-07,1.62659103475905e-09,1.92524790059355e-09,3.58161565445093e-09,1.88972799916756e-09,4.20969573355981e-09,1.5029236335405e-09,1.59041693729293e-09,1.19575321477909e-09,1.64436436651135e-09,1.36305077674985e-09,1.88176327429457e-09,33,33,33,33,33,33,33,33,33,33,33
