"region","n_pix","F090W","F115W","F150W","F182M","F200W","F210M","F277W","F335M","F356W","F410M","F430M","F444W","F460M","F480M","F090W_err","F115W_err","F150W_err","F182M_err","F200W_err","F210M_err","F277W_err","F335M_err","F356W_err","F410M_err","F430M_err","F444W_err","F460M_err","F480M_err","F090W_n_eff","F115W_n_eff","F150W_n_eff","F182M_n_eff","F200W_n_eff","F210M_n_eff","F277W_n_eff","F335M_n_eff","F356W_n_eff","F410M_n_eff","F430M_n_eff","F444W_n_eff","F460M_n_eff","F480M_n_eff"
11,52,7.91078229522612e-07,1.13016969916141e-06,1.4994042494716e-06,1.53661653127771e-06,1.71350629059142e-06,1.92726633305025e-06,2.26619600528445e-06,2.150246269627e-06,1.9418627881673e-06,1.77894067760102e-06,1.72893778084046e-06,1.57347676512093e-06,1.40060893295427e-06,5.15127637011282e-07,1.8380865878629e-09,2.13991561728694e-09,2.40763093175393e-09,2.08741557952148e-09,2.60985590914478e-09,2.01310046416546e-09,2.51339436370017e-09,2.11770938476411e-09,2.53039566191337e-09,3.23259602202827e-09,2.04809278895612e-09,3.89037610054482e-09,2.97782685725204e-09,1.9811776044295e-09,52,52,52,52,52,52,52,52,52,52,52,52,52,52
12,11,1.74401934427789e-07,2.76230638590839e-07,4.3945416862414e-07,4.36987501927454e-07,5.26579023534864e-07,5.91038126896014e-07,7.59057488367466e-07,6.86591896928124e-07,6.24129395410649e-07,5.57359995773879e-07,5.6602437965787e-07,4.89241702502269e-07,4.55526223135556e-07,1.05922127059583e-07,8.45396872540849e-10,9.84218035375075e-10,1.10734917134883e-09,9.6007152996654e-10,1.20035913321066e-09,9.25891548174963e-10,1.15599327505262e-09,9.7400465388931e-10,1.16381273493741e-09,1.48677792725102e-09,9.4198567678473e-10,1.78931276150173e-09,1.36960115410885e-09,9.11209168160039e-10,11,11,11,11,11,11,11,11,11,11,11,11,11,11
13,12,2.98393948084946e-07,4.92777003067451e-07,7.67761986851198e-07,8.01341668362429e-07,9.26784379476246e-07,1.03537377353813e-06,1.30312621108215e-06,1.208746557176e-06,1.08310383792086e-06,9.40343546823252e-07,9.54451694437606e-07,8.16786899524485e-07,7.47203226038459e-07,1.72374582151457e-07,8.82988235545133e-10,1.02798221128449e-09,1.15658848843734e-09,1.00276200891825e-09,1.25373422528595e-09,9.67062182252938e-10,1.20739559773026e-09,1.01731468223395e-09,1.21556275721577e-09,1.55288889901517e-09,9.83871951351165e-10,1.86887622776303e-09,1.43050175100892e-09,9.51726936471845e-10,12,12,12,12,12,12,12,12,12,12,12,12,12,12
14,11,4.53575931762352e-07,7.72861580781475e-07,1.20918382390653e-06,1.27969768390597e-06,1.46917145591653e-06,1.60718620278287e-06,1.94496617287923e-06,1.81104137399559e-06,1.59366703015571e-06,1.45456406573285e-06,1.36685241684332e-06,1.19464467988711e-06,1.04422307003556e-06,2.49874416271098e-07,8.45396872540849e-10,9.84218035375075e-10,1.10734917134883e-09,9.6007152996654e-10,1.20035913321066e-09,9.25891548174963e-10,1.15599327505262e-09,9.7400465388931e-10,1.16381273493741e-09,1.48677792725102e-09,9.4198567678473e-10,1.78931276150173e-09,1.36960115410885e-09,9.11209168160039e-10,11,11,11,11,11,11,11,11,11,11,11,11,11,11
15,7,1.70765344515474e-07,2.80238574761652e-07,4.03461729887265e-07,4.41461073170447e-07,4.85360745197368e-07,6.8786671641513e-07,7.83299741765839e-07,8.21283254616582e-07,7.51730394361525e-07,7.35406570439335e-07,6.61979861268124e-07,5.85735950469756e-07,5.22684574116555e-07,8.95435535949291e-08,6.74393404523512e-10,7.85134382713211e-10,8.83359049363109e-10,7.65872134982314e-10,9.5755533145495e-10,7.38605941983878e-10,9.22163620059227e-10,7.76986922821171e-10,9.28401391151746e-10,1.18603848759894e-09,7.5144461520177e-10,1.42737779637127e-09,1.09256375929421e-09,7.26893454551777e-10,7,7,7,7,7,7,7,7,7,7,7,7,7,7
16,15,1.98492808777289e-07,3.19835735544943e-07,4.49844018786243e-07,5.06637439697622e-07,5.48139686540132e-07,8.04860584696278e-07,9.03599240748753e-07,9.75309481577041e-07,9.3509857171736e-07,9.60941479165589e-07,8.41358623453804e-07,7.75066556897705e-07,7.01368713343882e-07,1.0584541148953e-07,9.87210859005757e-10,1.14931905204634e-09,1.29310524106981e-09,1.12112200859773e-09,1.40171747672871e-09,1.08120838899343e-09,1.34990931612942e-09,1.13739239199186e-09,1.35904047802576e-09,1.73618256985136e-09,1.10000228218829e-09,2.08946714340576e-09,1.59934957859421e-09,1.06406306298434e-09,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,926,5.43977058467714e-06,6.10058140647211e-06,7.64416449274833e-06,7.29800985996817e-06,7.91695649149736e-06,8.39179691440164e-06,8.18950792794496e-06,7.60853552941306e-06,6.18271466974147e-06,5.24216005088402e-06,5.49919275107815e-06,5.13286192613373e-06,4.94078086379369e-06,4.12652587859815e-06,7.75657127605837e-09,9.03026447167278e-09,1.0160000650625e-08,8.80871871446395e-09,1.10133730985222e-08,8.49511515903096e-09,1.06063134651075e-08,8.9365560324331e-09,1.06780575179976e-08,1.36412841577381e-08,8.64277983551896e-09,1.64170609338023e-08,1.2566179644938e-08,8.36040336769721e-09,926,926,926,926,926,926,926,926,926,926,926,926,926,926
18,78,1.00786765501756e-06,1.25433761135662e-06,1.62924656720705e-06,1.61230779530615e-06,1.74679520280483e-06,1.97497016790867e-06,1.931011451523e-06,1.80092770580549e-06,1.46623952273205e-06,1.22836629154083e-06,1.29244312765733e-06,1.19928316594734e-06,1.15551365973006e-06,6.75032110217187e-07,2.25118712165875e-09,2.62085067748294e-09,2.94873363586938e-09,2.55655152548184e-09,3.1964076397961e-09,2.46553446908268e-09,3.07826685672631e-09,2.59365370808768e-09,3.09908910951992e-09,3.95910539925998e-09,2.5083911394081e-09,4.76471817692668e-09,3.64707817131157e-09,2.42643711034091e-09,78,78,78,78,78,78,78,78,78,78,78,78,78,78
19,21,6.01515886464172e-07,7.40708881599189e-07,9.97682527856621e-07,9.95039072584235e-07,1.07370692309011e-06,1.10804509872191e-06,1.11778498643616e-06,1.01057483190785e-06,7.95831737480171e-07,6.51957428417713e-07,6.88369395702629e-07,6.47523047890068e-07,5.97250666588246e-07,3.74482904368738e-07,1.16808364092407e-09,1.35989264162851e-09,1.53002275482265e-09,1.32652944989062e-09,1.65853448513843e-09,1.27930301828835e-09,1.59723424283422e-09,1.34578082714287e-09,1.60803837929245e-09,2.05427892025351e-09,1.30154025260351e-09,2.47229086491074e-09,1.89237594160602e-09,1.25901639497294e-09,21,21,21,21,21,21,21,21,21,21,21,21,21,21
20,60,5.46113625181732e-08,1.37151231857055e-07,2.22821717413642e-07,2.32642451970114e-07,2.65358340187301e-07,3.91448496874256e-07,5.33330870265913e-07,5.74898922433597e-07,6.69925611007951e-07,6.49952746029152e-07,7.19968858943594e-07,7.82293863283295e-07,7.55102215399408e-07,2.2251350494975e-08,1.97442171801151e-09,2.29863810409267e-09,2.58621048213961e-09,2.24224401719547e-09,2.80343495345743e-09,2.16241677798686e-09,2.69981863225885e-09,2.27478478398371e-09,2.71808095605153e-09,3.47236513970272e-09,2.20000456437657e-09,4.17893428681151e-09,3.19869915718843e-09,2.12812612596867e-09,60,60,60,60,60,60,60,60,60,60,60,60,60,60
