"region","n_pix","F090W","F115W","F150W","F182M","F200W","F210M","F277W","F335M","F356W","F410M","F430M","F444W","F460M","F480M","F090W_err","F115W_err","F150W_err","F182M_err","F200W_err","F210M_err","F277W_err","F335M_err","F356W_err","F410M_err","F430M_err","F444W_err","F460M_err","F480M_err","F090W_n_eff","F115W_n_eff","F150W_n_eff","F182M_n_eff","F200W_n_eff","F210M_n_eff","F277W_n_eff","F335M_n_eff","F356W_n_eff","F410M_n_eff","F430M_n_eff","F444W_n_eff","F460M_n_eff","F480M_n_eff"
11,52,7.82574720685755e-07,1.09574997425106e-06,1.39907080113294e-06,1.43807331680662e-06,1.57449979543432e-06,1.71832805872384e-06,1.5147636604313e-06,1.37494266510167e-06,1.01951725363825e-06,1.00030687332232e-06,9.68898715973166e-07,9.46732207538778e-07,9.0599438786972e-07,4.94280483274918e-07,2.31139137918945e-09,2.59559509642922e-09,2.99514847277635e-09,2.73522138239962e-09,3.39435453301313e-09,2.1435239875933e-09,2.4500827261538e-09,1.83615876320036e-09,2.1164885546468e-09,3.30440270476607e-09,1.77148410059669e-09,3.98910746954738e-09,3.04705557221004e-09,2.41503598033379e-09,52,52,52,52,52,52,52,52,52,52,52,52,52,52
12,54,9.74538509859932e-07,1.38101813856273e-06,1.77503226700241e-06,1.8463814914577e-06,2.00300978664471e-06,2.26741970784732e-06,2.04118175751048e-06,1.81866104608026e-06,1.32731545928875e-06,1.28465651039363e-06,1.2460795653223e-06,1.20198769572486e-06,1.15239047768833e-06,6.02549580646344e-07,2.35542183801841e-09,2.64503944586262e-09,3.05220404662013e-09,2.78732551913309e-09,3.45901471512784e-09,2.18435668496094e-09,2.4967551623205e-09,1.8711363587536e-09,2.15680624511082e-09,3.36734936475472e-09,1.80522968711213e-09,4.06509729705285e-09,3.10509994155817e-09,2.46104079944835e-09,54,54,54,54,54,54,54,54,54,54,54,54,54,54
13,10,2.35722905399275e-07,3.33190397026145e-07,4.34327592847505e-07,4.62053300740922e-07,4.95070076587403e-07,5.81297450080656e-07,5.42260003102204e-07,4.54932017330454e-07,3.33134424697617e-07,3.22970335486815e-07,3.09834473140446e-07,3.0262226343235e-07,2.82259876729358e-07,1.49819061164001e-07,1.01361217243762e-09,1.13824374709862e-09,1.31345949353185e-09,1.19947392400682e-09,1.48852293177517e-09,9.39997451447842e-10,1.07443235146941e-09,8.05208883992876e-10,9.28141629812261e-10,1.44907644561746e-09,7.76847168251613e-10,1.74933934802205e-09,1.33622226244049e-09,1.05906333673338e-09,10,10,10,10,10,10,10,10,10,10,10,10,10,10
14,14,3.35056177952963e-07,4.79633284188872e-07,6.2265379306084e-07,6.42144235931376e-07,7.12772223896089e-07,7.71191153503968e-07,6.54804315542639e-07,6.06547548751764e-07,4.40252103789653e-07,4.30305247297664e-07,4.15393953307142e-07,3.98026292317964e-07,3.88028779019754e-07,2.05430173863495e-07,1.19932209625238e-09,1.34678816408994e-09,1.55410623112081e-09,1.41923668643439e-09,1.76124408467105e-09,1.11221998373515e-09,1.27128550256727e-09,9.52735999952491e-10,1.09819198639709e-09,1.71457037281666e-09,9.19177965330311e-10,2.06984623012279e-09,1.58103950251036e-09,1.25310063909408e-09,14,14,14,14,14,14,14,14,14,14,14,14,14,14
15,7,2.29143034826851e-07,3.23023335945969e-07,4.16470357202567e-07,4.47599179768833e-07,4.65671675230969e-07,5.46224722882726e-07,5.0630723001797e-07,4.21602659244469e-07,3.09969141497605e-07,2.89622700227647e-07,2.85116608152473e-07,2.73455269349841e-07,2.57970364102823e-07,1.42653462296587e-07,8.48048787086921e-10,9.52323043649781e-10,1.09891905470979e-09,1.00355188508648e-09,1.24538763559559e-09,7.86458292670315e-10,8.98934599689465e-10,6.73686086246953e-10,7.76539000626107e-10,1.21238433744021e-09,6.49956972402316e-10,1.46360230533323e-09,1.11796375354888e-09,8.86075959412618e-10,7,7,7,7,7,7,7,7,7,7,7,7,7,7
16,8,2.83347550653169e-07,4.20263679055116e-07,5.47682338986524e-07,5.67393870382395e-07,6.24462912112158e-07,6.7929778578823e-07,5.80250306149085e-07,5.261472034811e-07,3.86519413001476e-07,3.7393054964354e-07,3.60696163178006e-07,3.44538822196643e-07,3.28415200721724e-07,1.7094969422456e-07,9.06602288156703e-10,1.01807615739064e-09,1.17479388529187e-09,1.07284209252707e-09,1.33137538460662e-09,8.40759280045573e-10,9.61001510044218e-10,7.20200720277925e-10,8.30155110803065e-10,1.29609337479777e-09,6.9483323053553e-10,1.56465667915699e-09,1.1951535247462e-09,9.47255045365437e-10,8,8,8,8,8,8,8,8,8,8,8,8,8,8
17,9,2.63986097579506e-07,3.84495348937089e-07,5.09032030117911e-07,5.16620011340785e-07,5.80557589548465e-07,6.1388710023681e-07,5.00993270901631e-07,4.82920646677702e-07,3.48078079240165e-07,3.58889932632206e-07,3.29059698592967e-07,3.252911663098e-07,3.13535981180115e-07,1.65020512347882e-07,9.61596938692267e-10,1.0798328319829e-09,1.24605708417955e-09,1.13792087815239e-09,1.41213684414029e-09,8.91759882398617e-10,1.01929602672417e-09,7.63888219685935e-10,8.80512462428275e-10,1.37471462155569e-09,7.36981933658143e-10,1.6595690220911e-09,1.26765174286057e-09,1.00471569913661e-09,9,9,9,9,9,9,9,9,9,9,9,9,9,9
18,5,2.4066924036479e-07,3.46721217640311e-07,4.36908456086521e-07,4.66818702230142e-07,4.87279770371921e-07,5.20862140659463e-07,4.42913832664483e-07,4.08301863665257e-07,2.8448710441379e-07,2.59161639208211e-07,2.60788397787719e-07,2.49787535661453e-07,2.35604314799957e-07,1.32493068579349e-07,7.16732040623869e-10,8.04859872216623e-10,9.2875611469022e-10,8.48156145521663e-10,1.0525446590099e-09,6.64678572216842e-10,7.59738401650227e-10,5.69368662143014e-10,6.56295240341784e-10,1.02465178115381e-09,5.49313900616283e-10,1.23696971558285e-09,9.44851822944102e-10,7.48870867110226e-10,5,5,5,5,5,5,5,5,5,5,5,5,5,5
19,6,2.88554029444049e-07,4.35571942295363e-07,5.7850576154681e-07,5.84398137273662e-07,6.53286696598724e-07,6.91387767739973e-07,6.07729749653108e-07,5.19434332807484e-07,3.66593112928664e-07,3.52038774469485e-07,3.37923617347262e-07,3.26750278456637e-07,2.98126001340931e-07,1.83875353920207e-07,7.85140612672804e-10,8.8167981528754e-10,1.01740134887338e-09,9.29108506377698e-10,1.15300490504261e-09,7.28118894986981e-10,8.32251720773499e-10,6.23712119584533e-10,7.18935415036939e-10,1.12244978825157e-09,6.01743229037378e-10,1.35503243235095e-09,1.03503331385272e-09,8.20346933149449e-10,6,6,6,6,6,6,6,6,6,6,6,6,6,6
20,6,4.80790475673271e-07,6.97264628438421e-07,8.35983428949962e-07,8.97608933517233e-07,9.23562717413589e-07,8.62094030297031e-07,7.08220519957596e-07,6.33571109717931e-07,4.26895842526417e-07,3.94440174074355e-07,3.89009504291832e-07,3.64095015499489e-07,3.3853569028658e-07,2.68682184248544e-07,7.85140612672804e-10,8.8167981528754e-10,1.01740134887338e-09,9.29108506377698e-10,1.15300490504261e-09,7.28118894986981e-10,8.32251720773499e-10,6.23712119584533e-10,7.18935415036939e-10,1.12244978825157e-09,6.01743229037378e-10,1.35503243235095e-09,1.03503331385272e-09,8.20346933149449e-10,6,6,6,6,6,6,6,6,6,6,6,6,6,6
