"region","n_pix","F090W","F115W","F150W","F182M","F200W","F210M","F277W","F335M","F356W","F410M","F430M","F444W","F460M","F480M","F090W_err","F115W_err","F150W_err","F182M_err","F200W_err","F210M_err","F277W_err","F335M_err","F356W_err","F410M_err","F430M_err","F444W_err","F460M_err","F480M_err","F090W_n_eff","F115W_n_eff","F150W_n_eff","F182M_n_eff","F200W_n_eff","F210M_n_eff","F277W_n_eff","F335M_n_eff","F356W_n_eff","F410M_n_eff","F430M_n_eff","F444W_n_eff","F460M_n_eff","F480M_n_eff"
1,932,1.00401522200104e-06,1.28283091349601e-06,1.43084064889411e-06,1.4256676632747e-06,1.47568296057406e-06,1.51845510165298e-06,1.5428771692628e-06,1.56699870018976e-06,1.58442736168509e-06,1.48231511798618e-06,1.4778522125925e-06,1.41933002404454e-06,1.27678209797538e-06,8.02497962058737e-07,3.28876120736593e-08,4.20205237078677e-08,4.68687437888304e-08,4.66992970109473e-08,4.83376025458495e-08,4.97386506102003e-08,5.05386220329319e-08,5.13287490493007e-08,5.18996438382057e-08,4.85548460849926e-08,4.84086587582544e-08,4.64917007356151e-08,4.18223881677004e-08,2.62866947509912e-08,932,932,932,932,932,932,932,932,932,932,932,932,932,932
2,320,1.16550075200283e-06,1.45382137712778e-06,1.50821550042403e-06,1.5973304973237e-06,1.68227114473948e-06,1.81184783339569e-06,2.01758567601366e-06,2.01062944262856e-06,2.0054960891555e-06,1.77988618432958e-06,1.82028736858662e-06,1.73476847140818e-06,1.53191229968222e-06,9.58002911687073e-07,6.51534727326363e-08,8.12710856600019e-08,8.43118095916749e-08,8.92934893637337e-08,9.40418159055966e-08,1.01285373008962e-07,1.1278646804991e-07,1.12397602782e-07,1.12110639599042e-07,9.94986625093414e-08,1.01757157368597e-07,9.69765056823023e-08,8.56365009414366e-08,5.35539908293756e-08,320,320,320,320,320,320,320,320,320,320,320,320,320,320
3,228,1.22282931378994e-06,1.55629595302939e-06,1.6977490608601e-06,1.8131518354508e-06,1.9235069260127e-06,2.0772418898375e-06,2.36350390613379e-06,2.33723582805074e-06,2.2504757487904e-06,2.00877427579596e-06,2.02785026849077e-06,1.96707914293556e-06,1.69670625896152e-06,9.96991632448768e-07,8.09838496641211e-08,1.0306821734784e-07,1.124361782643e-07,1.20078913716323e-07,1.27387358127127e-07,1.37568704827036e-07,1.56526869986191e-07,1.54787224017246e-07,1.49041397403153e-07,1.33034326316582e-07,1.34297664794953e-07,1.30272998686296e-07,1.12367117021466e-07,6.60273838450746e-08,228,228,228,228,228,228,228,228,228,228,228,228,228,228
4,247,1.55443796914057e-06,2.03764215853564e-06,2.26930839304746e-06,2.43151171479997e-06,2.59104410099019e-06,2.8438428157638e-06,3.2733411878417e-06,3.22154914259436e-06,3.11767417490638e-06,2.82043658733735e-06,2.80158008754502e-06,2.70537392676336e-06,2.34702097893306e-06,1.20958316980587e-06,9.89065194755159e-08,1.2965206578733e-07,1.44392635298915e-07,1.54713385512432e-07,1.64864188165833e-07,1.80949385196864e-07,2.08277712184471e-07,2.04982263261047e-07,1.98372857341601e-07,1.79460082546216e-07,1.78260272196124e-07,1.72138820775147e-07,1.4933736872796e-07,7.69639340499417e-08,247,247,247,247,247,247,247,247,247,247,247,247,247,247
5,116,6.44377496094192e-07,9.31273556049685e-07,1.09068690866669e-06,1.19793184504213e-06,1.2858161303504e-06,1.48856057883594e-06,1.71832678200221e-06,1.7009653425392e-06,1.64459945442081e-06,1.49543271900945e-06,1.49983711482534e-06,1.45578011990843e-06,1.26623319507832e-06,4.41181044830338e-07,5.98289485254465e-08,8.64665789629959e-08,1.01267737175072e-07,1.11225179539079e-07,1.19385030579463e-07,1.38209380041984e-07,1.59542636441293e-07,1.57930667255131e-07,1.52697225927233e-07,1.38847442238744e-07,1.39256380123993e-07,1.35165790838913e-07,1.17566800685539e-07,4.09626316585373e-08,116,116,116,116,116,116,116,116,116,116,116,116,116,116
6,105,6.95420194110582e-07,1.02095766782781e-06,1.24296122581541e-06,1.3804241493327e-06,1.48756158202914e-06,1.75041006210068e-06,2.07351271274109e-06,2.02708130957124e-06,1.95543256045602e-06,1.80447781205864e-06,1.79407842995386e-06,1.75505761027411e-06,1.53179664016318e-06,4.53002999901412e-07,6.786606181624e-08,9.96352662510524e-08,1.21300595094545e-07,1.3471560280337e-07,1.45171145641767e-07,1.7082253072939e-07,2.02354120762374e-07,1.97822879788318e-07,1.90830677839497e-07,1.76099002842204e-07,1.75084127066736e-07,1.71276084989538e-07,1.49488045287756e-07,4.42085660649692e-08,105,105,105,105,105,105,105,105,105,105,105,105,105,105
7,54,4.45091580295063e-07,6.68717062466274e-07,8.3669818459328e-07,9.33053703887525e-07,1.00957888779637e-06,1.22278991339128e-06,1.46542996164637e-06,1.42974532362187e-06,1.35884039160807e-06,1.24281930206289e-06,1.23714783785695e-06,1.20618364451164e-06,1.04189867733122e-06,2.75772913397238e-07,6.05692922517729e-08,9.10008658519576e-08,1.13860201164808e-07,1.26972526507686e-07,1.37386285010425e-07,1.66400630579482e-07,1.99419758878884e-07,1.94563694722444e-07,1.8491475562908e-07,1.69126285140889e-07,1.68354496618721e-07,1.64140803619117e-07,1.41784451285676e-07,3.75279401502205e-08,54,54,54,54,54,54,54,54,54,54,54,54,54,54
8,24,2.22914244215857e-07,3.44320418369087e-07,4.39632139488056e-07,4.94629517171783e-07,5.39374718343576e-07,6.6716089246208e-07,7.94502961603405e-07,7.76625502086016e-07,7.3852068899069e-07,6.87073783852085e-07,6.77726876713452e-07,6.67243473511678e-07,5.75068111402033e-07,1.30295498137326e-07,4.55021795605838e-08,7.02841110854909e-08,8.97395346894847e-08,1.00965827399173e-07,1.10099403341596e-07,1.36183646905995e-07,1.62177237921533e-07,1.58528016778628e-07,1.50749904376322e-07,1.40248348840076e-07,1.3834041940984e-07,1.36200503692156e-07,1.17385286690081e-07,2.65964571848503e-08,24,24,24,24,24,24,24,24,24,24,24,24,24,24
9,25,2.96218941513146e-07,4.63737937212858e-07,6.07202360028248e-07,6.84688487943377e-07,7.46940328177701e-07,9.23687531956066e-07,1.10108025312719e-06,1.08579183101551e-06,1.03592863560074e-06,9.55673906801059e-07,9.4729763031204e-07,9.36429605486399e-07,8.08723978993972e-07,1.72411410662469e-07,5.92437883026291e-08,9.27475874425717e-08,1.2144047200565e-07,1.36937697588675e-07,1.4938806563554e-07,1.84737506391213e-07,2.20216050625439e-07,2.17158366203102e-07,2.07185727120149e-07,1.91134781360212e-07,1.89459526062408e-07,1.8728592109728e-07,1.61744795798794e-07,3.44822821324938e-08,25,25,25,25,25,25,25,25,25,25,25,25,25,25
10,12,1.95326337229024e-07,3.09215615098618e-07,4.07908289145714e-07,4.64910630586883e-07,5.00411774520522e-07,6.24589135630305e-07,7.25973682389867e-07,7.02439713470336e-07,6.64079546917254e-07,6.32725996946159e-07,6.10194487554611e-07,6.02061061840842e-07,5.15641603449838e-07,1.09701335587109e-07,5.63858566895002e-08,8.92628593074114e-08,1.17752980271479e-07,1.34208138859228e-07,1.44456436362541e-07,1.80303352794536e-07,2.09570550476187e-07,2.02776878830791e-07,1.91703252588001e-07,1.8265226233007e-07,1.7614797582384e-07,1.73800058061201e-07,1.48852909278567e-07,3.16680478158394e-08,12,12,12,12,12,12,12,12,12,12,12,12,12,12
11,9,2.31898478294449e-07,3.63319048313582e-07,4.6659270468842e-07,5.3574135247494e-07,5.66068069972521e-07,6.30549812291754e-07,7.42297239266638e-07,7.0950599190797e-07,6.4416622636531e-07,5.94237365701433e-07,5.68659434297467e-07,5.49675869924392e-07,4.69736790637427e-07,1.24132311654846e-07,7.72994927648163e-08,1.21106349437861e-07,1.55530901562807e-07,1.7858045082498e-07,1.88689356657507e-07,2.10183270763918e-07,2.47432413088879e-07,2.36501997302657e-07,2.14722075455103e-07,1.98079121900478e-07,1.89553144765822e-07,1.83225289974797e-07,1.56578930212476e-07,4.13774372182819e-08,9,9,9,9,9,9,9,9,9,9,9,9,9,9
