"region_id","n_pix","area_arcsec2","sfr","surface_sfr"
1,50878,20.3511999999996,18.346941241616,0.901516433508411
2,26185,10.4739999999998,15.2730027514339,1.45818242805368
3,2260,0.903999999999981,7.8066996844151,8.63572973939741
4,1535,0.613999999999987,0.835996463245984,1.36155775772964
5,541,0.216399999999995,0.0284143198484938,0.13130462037197
6,601,0.240399999999995,0.118213214051905,0.491735499383974
7,438,0.175199999999996,0.100880379191928,0.575801251095489
8,103,0.0411999999999991,0.027348943645257,0.663809311778097
9,153,0.0611999999999987,0.483035511932789,7.89273712308495
10,107,0.0427999999999991,177.322701523568,4143.05377391522
11,104,0.0415999999999991,4.89623453027783,117.697945439373
12,26,0.0103999999999998,1.13513357315932,109.14745895763
