"region","n_pix","F090W","F115W","F150W","F182M","F200W","F210M","F277W","F335M","F356W","F410M","F430M","F444W","F460M","F480M","F090W_err","F115W_err","F150W_err","F182M_err","F200W_err","F210M_err","F277W_err","F335M_err","F356W_err","F410M_err","F430M_err","F444W_err","F460M_err","F480M_err","F090W_n_eff","F115W_n_eff","F150W_n_eff","F182M_n_eff","F200W_n_eff","F210M_n_eff","F277W_n_eff","F335M_n_eff","F356W_n_eff","F410M_n_eff","F430M_n_eff","F444W_n_eff","F460M_n_eff","F480M_n_eff"
1,1267,2.86905673122203e-07,3.07177238244372e-07,3.91637784505979e-07,3.44612643818026e-07,3.94722337885643e-07,1.54694282862134e-06,1.52644050415864e-06,1.46561768072153e-06,1.26578464004291e-06,1.18526912663143e-06,1.13828327627725e-06,1.08756879901561e-06,9.9686161946218e-07,2.18645791417639e-07,8.06029298615474e-09,8.62979986412786e-09,1.10026241489556e-08,9.68150558223214e-09,1.10892812153739e-08,4.3459623143137e-08,4.28836333403972e-08,4.11748843574538e-08,3.55607992867211e-08,3.32988062736001e-08,3.19787915247212e-08,3.05540251862935e-08,2.80057087476813e-08,6.14260819536044e-09,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267
2,860,9.36733454792628e-07,1.07679463025044e-06,1.35266008700657e-06,1.29418313732182e-06,1.42264588867832e-06,6.02194000809129e-06,6.30065521060349e-06,5.8751575997368e-06,5.0105795213489e-06,4.4642654996929e-06,4.50295407561712e-06,4.19613120017982e-06,3.96258706329384e-06,6.93694676117999e-07,3.19423456880597e-08,3.67183921301502e-08,4.61253261283061e-08,4.4131278694581e-08,4.85118221574777e-08,2.05346449907452e-07,2.14850559429336e-07,2.00341211325871e-07,1.70859343551331e-07,1.52230190034194e-07,1.53549459523319e-07,1.43086886309904e-07,1.35123097341266e-07,2.36547921216639e-08,860,860,860,860,860,860,860,860,860,860,860,860,860,860
3,804,9.07894187835322e-07,1.14637498746784e-06,1.48020098379008e-06,1.45237995539259e-06,1.61406370074415e-06,7.25068487651803e-06,8.06756150281876e-06,7.81273252431987e-06,7.2348850164407e-06,6.62402293271601e-06,6.70907249515154e-06,6.44492642049393e-06,6.0216822967447e-06,6.4392762829839e-07,3.20189592526574e-08,4.04295285770198e-08,5.22026637252959e-08,5.12214917048533e-08,5.69236377518194e-08,2.55711939481212e-07,2.84520956834141e-07,2.75533831695245e-07,2.55154721379375e-07,2.33611276746903e-07,2.36610743546632e-07,2.27295029761332e-07,2.1236836040511e-07,2.27095764775247e-08,804,804,804,804,804,804,804,804,804,804,804,804,804,804
4,240,2.87101474498491e-07,3.86006011630856e-07,5.12919499393788e-07,5.15171457256472e-07,5.84829662166184e-07,2.76879842168795e-06,3.24542847700678e-06,3.18875025279444e-06,3.0304542136833e-06,2.76450051908616e-06,2.77521501069849e-06,2.62767920378741e-06,2.40388622466423e-06,1.9202746313001e-07,1.85323204900708e-08,2.49165809097042e-08,3.31088113182864e-08,3.3254174573262e-08,3.7750592365629e-08,1.7872516960338e-07,2.09491507379243e-07,2.05832943738126e-07,1.95614978350659e-07,1.78447741183375e-07,1.79139358643001e-07,1.69615963257404e-07,1.55170188571699e-07,1.23953194452831e-08,240,240,240,240,240,240,240,240,240,240,240,240,240,240
5,175,3.18353918729021e-07,4.24497874961647e-07,5.58359689009543e-07,5.58105360256367e-07,6.22844360214157e-07,2.89135806326659e-06,3.27716508513022e-06,3.16592198496245e-06,2.89217979673135e-06,2.61355652813745e-06,2.60276366475997e-06,2.42434015398953e-06,2.23511841599663e-06,2.14259474797761e-07,2.40652942245674e-08,3.20890231206831e-08,4.22080251212176e-08,4.21887996745845e-08,4.70826080750227e-08,2.18566125332707e-07,2.47730394873096e-07,2.39321206926932e-07,2.186282425439e-07,1.9756630316746e-07,1.96750439383713e-07,1.83262889739552e-07,1.68959070843077e-07,1.61964938958339e-08,175,175,175,175,175,175,175,175,175,175,175,175,175,175
6,150,2.67798995668351e-07,3.78903420721365e-07,5.05236030782645e-07,5.15573544171711e-07,5.7991189315965e-07,2.86478862892383e-06,3.37665356646057e-06,3.33608091484078e-06,3.15190587296774e-06,2.89570624483764e-06,2.87236987008314e-06,2.7450242866165e-06,2.5025554109702e-06,1.76391501799797e-07,2.18656964339088e-08,3.09373347520814e-08,4.12523491695525e-08,4.20964036032992e-08,4.73496078004179e-08,2.33909012059694e-07,2.75702609199246e-07,2.72389866066574e-07,2.57352036868418e-07,2.364334248281e-07,2.3452801780827e-07,2.24130294458594e-07,2.04332793663935e-07,1.44023058124241e-08,150,150,150,150,150,150,150,150,150,150,150,150,150,150
7,68,8.69583263832723e-08,1.38615926599261e-07,1.92267853473162e-07,2.07292542943744e-07,2.45147184211945e-07,1.3327498745795e-06,1.74211612938879e-06,1.77562386037068e-06,1.85960185884532e-06,1.70170635581615e-06,1.72067034720261e-06,1.67336264729005e-06,1.51950108527903e-06,5.64256832769109e-08,1.05452460207402e-08,1.68096501988711e-08,2.33159020082537e-08,2.51379132341159e-08,2.97284627743706e-08,1.61619661924117e-07,2.11262612163593e-07,2.15326021402215e-07,2.25509849576888e-07,2.06362207318085e-07,2.08661929070135e-07,2.02925027786472e-07,1.84266572730769e-07,6.84261918083387e-09,68,68,68,68,68,68,68,68,68,68,68,68,68,68
8,78,9.88870192428848e-08,1.63184625508495e-07,2.33308840023908e-07,2.62911587022798e-07,3.15557771995463e-07,1.95237707850509e-06,2.65601368662687e-06,2.77278393503495e-06,2.9888446426005e-06,2.78032302376091e-06,2.78936742540313e-06,2.76522382254859e-06,2.50048362490558e-06,6.32069808946634e-08,1.11967500863733e-08,1.84770203788755e-08,2.64170241421986e-08,2.97688751996422e-08,3.572988181763e-08,2.21063172798163e-07,3.00734329974133e-07,3.13955957028515e-07,3.38420014744266e-07,3.14809590730794e-07,3.158336675575e-07,3.1309994285413e-07,2.83124018273521e-07,7.15678128646436e-09,78,78,78,78,78,78,78,78,78,78,78,78,78,78
9,39,2.75901681571963e-08,5.56958813229464e-08,1.08417566864468e-07,1.35285002179758e-07,1.72669921816995e-07,1.33856673950309e-06,2.05569138040751e-06,2.14112908830593e-06,2.38055631627924e-06,2.24904896249307e-06,2.24981061925493e-06,2.25537610520864e-06,2.04207688800322e-06,1.54582672382193e-08,4.41796269018375e-09,8.91847865079063e-09,1.73607048220468e-08,2.16629376365618e-08,2.76493157982242e-08,2.14342220741525e-07,3.29174065537685e-07,3.42855047968798e-07,3.81194087954834e-07,3.60136058181263e-07,3.60258020872372e-07,3.61149211863167e-07,3.26994002003993e-07,2.47530379388171e-09,39,39,39,39,39,39,39,39,39,39,39,39,39,39
10,1193,8.80767126250107e-07,9.75844269873558e-07,1.23104044076349e-06,1.16004318764022e-06,1.27252543977837e-06,5.37835803242015e-06,5.4951594647887e-06,5.16182851122237e-06,4.39659260856034e-06,3.88155633153092e-06,4.03851823539449e-06,3.84779078372852e-06,3.65022883275494e-06,6.71093610414515e-07,2.55000407718372e-08,2.8252721891068e-08,3.56411819829154e-08,3.35856637927214e-08,3.68422590153914e-08,1.5571465490108e-07,1.59096299377627e-07,1.49445674765142e-07,1.27290503282942e-07,1.12379131511902e-07,1.16923505193499e-07,1.11401548652617e-07,1.05681719137363e-07,1.94295562552934e-08,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193
