"region","n_pix","F090W","F115W","F150W","F182M","F200W","F210M","F277W","F335M","F356W","F410M","F430M","F444W","F460M","F480M","F090W_err","F115W_err","F150W_err","F182M_err","F200W_err","F210M_err","F277W_err","F335M_err","F356W_err","F410M_err","F430M_err","F444W_err","F460M_err","F480M_err","F090W_n_eff","F115W_n_eff","F150W_n_eff","F182M_n_eff","F200W_n_eff","F210M_n_eff","F277W_n_eff","F335M_n_eff","F356W_n_eff","F410M_n_eff","F430M_n_eff","F444W_n_eff","F460M_n_eff","F480M_n_eff"
1,426,6.82956661549735e-08,8.02173216042879e-08,8.9934294670481e-08,9.51948142521125e-08,1.01218051763413e-07,3.54580885410024e-07,2.97352430540037e-07,2.74367967300229e-07,2.06727919723856e-07,2.40474336468348e-07,1.93577463483983e-07,2.19999991138958e-07,1.91408776051678e-07,4.653808063411e-08,3.30893583717398e-09,3.88654193102425e-09,4.3573308143865e-09,4.61220382091546e-09,4.90403063188363e-09,1.71795000322237e-08,1.44067723338703e-08,1.32931714512048e-08,1.00160004379557e-08,1.16510196716604e-08,9.37885875127001e-09,1.06590343991343e-08,9.27378550184745e-09,2.25477737421974e-09,426,426,426,426,426,426,426,426,426,426,426,426,426,426
2,1714,9.07585933317253e-07,1.07469767314308e-06,1.20761091530158e-06,1.26304622731242e-06,1.3164289818723e-06,5.4605818120894e-06,4.73981237655424e-06,4.22285963913261e-06,3.17050170431852e-06,3.13893977599906e-06,3.0042985555448e-06,2.9933130604665e-06,2.78848996842985e-06,6.65341454188564e-07,2.19221097340064e-08,2.59585780879313e-08,2.91690054124837e-08,3.05080069862507e-08,3.17974304561451e-08,1.31896572326335e-07,1.14486885729533e-07,1.02000250336639e-07,7.65812731582183e-08,7.58189166356715e-08,7.25667511919756e-08,7.2301404165597e-08,6.73540442133836e-08,1.60708620901538e-08,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714
3,560,4.74934736380208e-07,5.62040463539119e-07,6.39304108771178e-07,6.6482402170108e-07,7.00646757130725e-07,2.90757967443296e-06,2.52083504468986e-06,2.26863214075989e-06,1.72557044894067e-06,1.72660417586734e-06,1.64921102405045e-06,1.64427954585654e-06,1.56768602118764e-06,3.39696775513913e-07,2.0069655658505e-08,2.37505444544837e-08,2.70155293796692e-08,2.80939425293196e-08,2.96077293925385e-08,1.22867666640458e-07,1.06524723174419e-07,9.58672053088544e-08,7.29186603378003e-08,7.29623432733152e-08,6.96918856960707e-08,6.94834927071866e-08,6.62468255442578e-08,1.4354808757157e-08,560,560,560,560,560,560,560,560,560,560,560,560,560,560
4,375,4.41955165658475e-07,5.2251082090981e-07,6.09512665997897e-07,6.22865207121432e-07,6.70379651186339e-07,2.77097024439783e-06,2.3985538989225e-06,2.16202452510344e-06,1.63556110858594e-06,1.63278788446752e-06,1.57479349314731e-06,1.55562234729102e-06,1.46893039047417e-06,3.20446259725475e-07,2.28224666182082e-08,2.69823427679582e-08,3.14750987294978e-08,3.21646209881779e-08,3.46182563290804e-08,1.43092288125188e-07,1.23860790740103e-07,1.11646466397568e-07,8.44600124701053e-08,8.4316803792426e-08,8.13219863023377e-08,8.03319925872826e-08,7.58552391872592e-08,1.65477736969496e-08,375,375,375,375,375,375,375,375,375,375,375,375,375,375
5,761,1.20992182390781e-06,1.4842357970245e-06,1.76571722205966e-06,1.82197523862386e-06,1.94051203709687e-06,8.17998297869023e-06,7.1531782340871e-06,6.39728206037661e-06,4.8058346825789e-06,4.73333630291417e-06,4.56680682688207e-06,4.51097384213044e-06,4.30491607604786e-06,8.4724666876656e-07,4.38596318513339e-08,5.38035056081657e-08,6.40071992940577e-08,6.60465508012674e-08,7.03435063889185e-08,2.96524151318118e-07,2.59302508405652e-07,2.31901293515837e-07,1.74211371140905e-07,1.71583306931232e-07,1.6554661814123e-07,1.63522674025189e-07,1.56053085840309e-07,3.07126677485255e-08,761,761,761,761,761,761,761,761,761,761,761,761,761,761
6,357,6.66379511361847e-07,8.73429661175033e-07,1.06700739954198e-06,1.11132842526186e-06,1.18133232929203e-06,5.10798493387231e-06,4.50321107627465e-06,4.02975923956906e-06,2.956310448064e-06,2.89220106305072e-06,2.81275811136865e-06,2.77310919822701e-06,2.64719215215271e-06,4.45066826942906e-07,3.5268543731302e-08,4.62267997081935e-08,5.64720200587542e-08,5.88177374872856e-08,6.2522736978648e-08,2.70343230767917e-07,2.3833520398954e-07,2.1327747558881e-07,1.56464540915685e-07,1.5307151245311e-07,1.48866945584275e-07,1.4676850257516e-07,1.40104265799764e-07,2.35554343759891e-08,357,357,357,357,357,357,357,357,357,357,357,357,357,357
7,172,3.953492588098e-07,5.18757046155742e-07,6.38818944311526e-07,6.64722730286052e-07,7.11065620771721e-07,3.07634722826703e-06,2.73033323405601e-06,2.42979398011023e-06,1.7927595716629e-06,1.74632273434634e-06,1.69666636704753e-06,1.66719151376824e-06,1.60089222311292e-06,2.61844209502281e-07,3.01450983752747e-08,3.95548539443578e-08,4.87094878544458e-08,5.06846330181043e-08,5.42182452901767e-08,2.34569277078697e-07,2.08185957362569e-07,1.8527005408479e-07,1.36696635814342e-07,1.33155860163571e-07,1.29369597653081e-07,1.27122161160153e-07,1.22066887640653e-07,1.99654337994845e-08,172,172,172,172,172,172,172,172,172,172,172,172,172,172
8,225,5.85578060410836e-07,7.79414808078397e-07,9.74910557938253e-07,1.00817565850729e-06,1.08628785133029e-06,4.709168748854e-06,4.17435211895674e-06,3.7237875831052e-06,2.74101206183298e-06,2.67560427308299e-06,2.60291362940918e-06,2.54009426712566e-06,2.44736578941288e-06,3.84606254397186e-07,3.90385373607224e-08,5.19609872052265e-08,6.49940371958836e-08,6.72117105671524e-08,7.24191900886857e-08,3.13944583256933e-07,2.78290141263783e-07,2.48252505540347e-07,1.82734137455532e-07,1.78373618205533e-07,1.73527575293945e-07,1.69339617808377e-07,1.63157719294192e-07,2.56404169598124e-08,225,225,225,225,225,225,225,225,225,225,225,225,225,225
9,174,5.27441227695196e-07,7.04980146584771e-07,8.84077124146578e-07,9.19292943776247e-07,9.92932582646945e-07,4.26885956642598e-06,3.77385387537822e-06,3.3737152349756e-06,2.4800305712165e-06,2.41966495512949e-06,2.35005768417257e-06,2.31179208754016e-06,2.2051078808219e-06,3.45333082714637e-07,3.99852162818583e-08,5.34444069887884e-08,6.70217138188384e-08,6.96914182152663e-08,7.52740248310397e-08,3.23621408562063e-07,2.86095123967689e-07,2.55760691922735e-07,1.8801063240551e-07,1.8343432686001e-07,1.7815741326688e-07,1.75256505872538e-07,1.67168797033151e-07,2.61796334389038e-08,174,174,174,174,174,174,174,174,174,174,174,174,174,174
10,114,3.89244849755063e-07,5.37838885709099e-07,6.7913773134245e-07,7.02917149065398e-07,7.62336320277567e-07,3.30982599974329e-06,2.91078048706089e-06,2.6186690235213e-06,1.9301262044906e-06,1.87595091820716e-06,1.83139574289559e-06,1.79432124376654e-06,1.72550488591226e-06,2.49134292006146e-07,3.6456120351184e-08,5.0373226927205e-08,6.36070763285118e-08,6.58342228532106e-08,7.13993381225367e-08,3.09993607016376e-07,2.72619570481008e-07,2.45260825265854e-07,1.80772881768792e-07,1.75698901321647e-07,1.71525926818712e-07,1.68053581833136e-07,1.61608339396031e-07,2.33335643071407e-08,114,114,114,114,114,114,114,114,114,114,114,114,114,114
11,59,2.35705348625725e-07,3.30622407941922e-07,4.21743362244351e-07,4.38557970372363e-07,4.74940434988906e-07,2.11424954176177e-06,1.90665462016674e-06,1.7021802782965e-06,1.25895355104981e-06,1.21589651584055e-06,1.18677910685229e-06,1.14693857907732e-06,1.09591323256398e-06,1.46921499333932e-07,3.06862226499386e-08,4.30433712358165e-08,5.49063090439832e-08,5.70953845647384e-08,6.18319780119645e-08,2.75251845383671e-07,2.48225288616064e-07,2.21604996724457e-07,1.63901791786615e-07,1.58296243262659e-07,1.54505479495894e-07,1.4931868457197e-07,1.42675750276978e-07,1.91275499979544e-08,59,59,59,59,59,59,59,59,59,59,59,59,59,59
12,29,1.38154924591038e-07,1.96677500913003e-07,2.53889953801688e-07,2.62736667404511e-07,2.86800055068843e-07,1.29768818862249e-06,1.15474591737988e-06,1.03489585643449e-06,7.53079755343008e-07,7.32482879204634e-07,7.06593434845723e-07,6.81485440767273e-07,6.56890625987122e-07,8.55983255095755e-08,2.56547254427579e-08,3.65220950438576e-08,4.71461808309606e-08,4.87889743051923e-08,5.32574332152059e-08,2.40974647034619e-07,2.14430933636427e-07,1.92175336038632e-07,1.39843399842711e-07,1.36018655962805e-07,1.31211106837361e-07,1.26548669386016e-07,1.21981526938014e-07,1.589521000289e-08,29,29,29,29,29,29,29,29,29,29,29,29,29,29
13,23,1.34967002343539e-07,1.92248303886813e-07,2.49493454091848e-07,2.60563847863843e-07,2.85327802141709e-07,1.27618455410203e-06,1.12795332908442e-06,1.00307705401433e-06,7.28240711692976e-07,7.09080672264142e-07,6.85520155426987e-07,6.60358140468897e-07,6.34944694036965e-07,8.38135569533592e-08,2.81425654107029e-08,4.00865424384252e-08,5.20229813910374e-08,5.43313180617859e-08,5.94949594777714e-08,2.66102874527273e-07,2.35194527497765e-07,2.09156024171894e-07,1.51848685291168e-07,1.47853540896354e-07,1.42940833533173e-07,1.37694190727691e-07,1.32395120835766e-07,1.7476334718169e-08,23,23,23,23,23,23,23,23,23,23,23,23,23,23
14,22,1.716742153525e-07,2.46359287059039e-07,3.19938333043139e-07,3.3727932901177e-07,3.61854037652233e-07,1.6136521768876e-06,1.40669497971213e-06,1.25468089107583e-06,9.15454163575844e-07,8.84805624504449e-07,8.53534805785411e-07,8.2320447447476e-07,7.85954096328344e-07,1.05202245491542e-07,3.66010656929403e-08,5.25239764818446e-08,6.82110817944172e-08,7.1908194557249e-08,7.71475400436261e-08,3.44031800061227e-07,2.99908377368466e-07,2.67498864775063e-07,1.95175483465096e-07,1.88641192979822e-07,1.81974232027896e-07,1.75507783665163e-07,1.67565976359829e-07,2.24291941010156e-08,22,22,22,22,22,22,22,22,22,22,22,22,22,22
15,21,2.87658631370761e-07,4.2376471370907e-07,5.35350033923851e-07,5.58025633700635e-07,5.99175229350604e-07,2.42572014797954e-06,2.05329269401625e-06,1.83408169261546e-06,1.2807827806063e-06,1.21646514411117e-06,1.1762395906047e-06,1.12735992427571e-06,1.04687453743212e-06,1.68898074558775e-07,6.27722596459006e-08,9.24730417820525e-08,1.1682295494063e-07,1.21771176483755e-07,1.30750754430556e-07,5.29335532995034e-07,4.48065199725204e-07,4.00229437483003e-07,2.79489716234494e-07,2.65454457293561e-07,2.56676521873804e-07,2.46010104212054e-07,2.28446752900217e-07,3.68565814951372e-08,21,21,21,21,21,21,21,21,21,21,21,21,21,21
