region_id,value
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0.5534631240306338
11,0.07667665037663635
12,0.24914679844670296
13,0.504880490086922
14,0.6455641967309009
15,0.7960506661218021
16,0.712822806480305
17,0.5257406279266722
18,0.3793166914874001
19,0.24760763283267945
20,0
