region_id,value
1,0.8353243591711473
2,0.2701197335068454
3,0.9118418344020084
4,0.5344693015642717
5,1.008976396471426
6,0.6222269614584199
7,0.6629904231841084
8,0.7327661941900805
9,0.1992405568860933
10,0.5123556403619081
11,0.4297252944241693
12,0.5506654213529526
13,0.1932397043921684
14,0.1333000709752839
15,0.3143918757240745
16,0.23800244394053752
17,0.1716028953715614
18,0.4847889531598901
19,0.1998734370525853
20,0.244947685288133
