region_id,value
1,-1
2,-0.3979400117898986
3,-0.23825158981873223
4,-0.26431796291757265
5,-0.02277852379756235
6,0.10432136324508792
7,0.15490429951878243
8,0.2
9,0.2
10,-0.3979400086025321
11,0.2
12,0.2
13,0.2
14,0.2
15,0.2
16,0.2
17,0.2
18,0.2
19,0.02524137808856678
20,0.1555861934508998
