region,mass,logzsol,dust2,tage,tau,n_pix,sfr_10myr,sfr_100myr,ssfr_10myr,ssfr_100myr,age_mass_weighted,z_used,kpc_per_pixel,area_kpc2,sigma_sfr_10myr,sigma_sfr_100myr
1,7351567.229059335,0.1649566817170478,0.1304042814320535,0.0148268929710661,9.964896765188309,643,0.4957064556842773,0.0735156722905933,6.742867748319634e-08,1.0000000000000002e-08,0.0074116080601031,0.36,0.10060794355601584,6.508419191124812,0.07616387960385927,0.011295472853199552
2,338124287.9630904,-0.0644038406043198,0.0788262169629036,2.681082680326584,9.992242046513176,729,0.1100062433761294,0.1105032295624764,3.253426248638422e-10,3.2681245771536807e-10,1.2806649382813766,0.36,0.10060794355601584,7.378907605489872,0.014908201763399947,0.014975554034619231
3,653721294.1196178,-0.2123298086402354,0.029495707272396,6.430946533658956,9.99997992571893,380,0.0724820004776553,0.0728092054581412,1.1087599735491034e-10,1.1137652408308828e-10,2.873182724735972,0.36,0.10060794355601584,3.8463441564967784,0.018844387690900587,0.018929456776549936
4,1585377715.836505,-0.3681264110605847,1.9822875372883466e-08,9.700439040848952,5.837080963409276,454,0.0636751533063795,0.0641687202347263,4.016402695100461e-11,4.047535145330875e-11,3.5648509534674417,0.36,0.10060794355601584,4.595369071182993,0.013856374171484666,0.013963779457262886
5,545458727.8352498,-0.377746475846519,0.3152538638489864,4.670294990881533,9.999911449065314,452,0.0916810996119619,0.0920949777925477,1.6808072716301519e-10,1.6883949800939668e-10,2.1540394577578583,0.36,0.10060794355601584,4.575125154569852,0.020039036422946042,0.02012949912431551
6,706419604.9276642,0.2667133278550926,9.68155159907858e-08,4.479553524189309,8.320813539588013,325,0.1191117705896144,0.1197584004660436,1.686133422101319e-10,1.6952870451310107e-10,2.0397749411774515,0.36,0.10060794355601584,3.2896364496354025,0.03620818665321386,0.03640475240943925
7,3261193784.534824,-0.3870231620239713,0.0532717468474516,9.74639396125192,2.4605156337764917,449,0.0257804742921675,0.0262580964783378,7.905226121312777e-12,8.051682363329199e-12,2.2713241594019364,0.36,0.10060794355601584,4.54475927965014,0.005672572012252341,0.00577766496806827
8,358625380.4707586,-0.315379308531526,0.5131467297843955,5.825772027827,9.99996927207666,107,0.0453810919772801,0.0455859557377513,1.2654177436552174e-10,1.2711302161021558e-10,2.6316420336173354,0.36,0.10060794355601584,1.0830495388030401,0.04190121536585868,0.04209036992724431
9,1029321612.9071566,0.2500001671990283,0.2216506636776934,6.974112258378447,9.862850951056606,214,0.1015605586048586,0.102025427646411,9.866746926455462e-11,9.911909588515908e-11,3.0794856208814685,0.36,0.10060794355601584,2.1660990776060802,0.0468863865253573,0.04710099768804989
10,2293365653.554657,-0.4058518415617265,0.0656883175809927,9.746391324408693,1.876098146412292,193,0.0068330734327374,0.0069997729140945,2.979495843650748e-12,3.052183546590156e-12,1.82176257631954,0.36,0.10060794355601584,1.9535379531681005,0.0034977940518923817,0.0035831261444103485
11,334213988.607703,-0.2291836798296302,0.8221199381393348,6.02671572345191,9.99996914116804,53,0.0404333188427815,0.0406158468846312,1.2098033062955295e-10,1.2152647186861389e-10,2.712495995147062,0.36,0.10060794355601584,0.5364637902482349,0.07537008010190589,0.07571032308785884
12,1070355154.8671072,-0.3160049442420026,0.3929669312605023,9.74639191031896,3.0686965284754755,74,0.0152213600211527,0.0154468904299817,1.4220849922512531e-11,1.4431556067854478e-11,2.644061757408952,0.36,0.10060794355601584,0.7490249146862147,0.020321567043640076,0.020622665717939158
13,958282422.5740548,0.2500001156993346,0.1887781297029762,6.638153439313449,4.395621702710676,136,0.0618725527455758,0.0625105584330577,6.456609376114734e-11,6.523187419544573e-11,2.5138020205779474,0.36,0.10060794355601584,1.3765863296935839,0.044946365811542016,0.045409835245837436
14,1871590112.265243,-0.4202625395405969,0.1278835365723221,9.746393925944131,1.3974690642062868,77,0.0012586991420878,0.0013001648243881,6.725292754215178e-13,6.946845978014457e-13,1.3883417590666678,0.36,0.10060794355601584,0.7793907896059261,0.0016149782097427923,0.0016681808942667728
15,2488398721.345009,-0.3973743076532925,0.0194613480146832,9.746389000457285,1.4472531475539414,138,0.0020543695334569,0.0021196676818005,8.255789218323233e-13,8.518199529755454e-13,1.435648136281188,0.36,0.10060794355601584,1.3968302463067248,0.0014707367190027103,0.0015174840947244567
16,853055939.4050341,-0.7622364639704009,5.17353780288942e-08,6.654999510912568,0.7664505934903345,92,0.0001898784840844,0.0002015018576432,2.2258620485887363e-13,2.362117750259455e-13,0.7653226321802189,0.36,0.10060794355601584,0.9312201642044832,0.00020390289147852395,0.0002163847663407694
17,1121033865.007918,-0.3457723898580112,0.4627685510615907,9.746392516151442,2.2094965001133526,55,0.006250016553776,0.0063791524146206,5.5752254671913254e-12,5.690419008506601e-12,2.089707624145659,0.36,0.10060794355601584,0.5567077068613758,0.011226746956697509,0.011458710443556073
18,1074224237.9141707,-0.1702315078196074,0.7061755147560398,9.746393450884334,4.516299942376707,78,0.0311093913662843,0.03142154735104,2.8959867286824267e-11,2.925045464627708e-11,3.2429657908041283,0.36,0.10060794355601584,0.7895127479124966,0.039403279362542,0.03979865737965578
19,116323194.83746144,-0.8362294992363087,0.0135731361671401,4.998202550305519,0.500000005051619,5,1.0707368615954476e-05,1.173506776696858e-05,9.204843996002601e-14,1.0088330004489653e-13,0.4997722593914571,0.36,0.10060794355601584,0.05060979153285235,0.00021156713536359855,0.00023187346581641206
20,1142889262.345589,0.2500001169247051,0.0711393006853721,7.096877151613733,2.224391263041228,64,0.0221009888539647,0.0225545309078078,1.9337821766394234e-11,1.9734659910548476e-11,1.91980560791937,0.36,0.10060794355601584,0.64780533162051,0.034116713424815794,0.034816834327971294
21,897248898.0272365,0.2499999909970475,0.3023494701837203,7.352911402401538,2.625944405079549,53,0.0221630532388604,0.0225474763442741,2.4701120600526665e-11,2.5129567050847148e-11,2.1499144045366454,0.36,0.10060794355601584,0.5364637902482349,0.041313232396551894,0.042029819633941805
22,1091856372.2145262,-0.8831263481040152,0.2754457638455002,7.136710605467342,0.5000000060043686,35,1.3953333223408484e-06,1.529258184673725e-06,1.2779458524483434e-15,1.4006038006373048e-15,0.4999954912890987,0.36,0.10060794355601584,0.35426854072996644,3.938631749423133e-06,4.316663798379346e-06
23,953789670.0016028,0.2500000753722259,0.2681282794807847,7.082683224668052,2.330035547278721,46,0.0206147074350594,0.0210183058054877,2.161347316230092e-11,2.2036625543923613e-11,1.974115340839509,0.36,0.10060794355601584,0.4656100821022416,0.04427461566550162,0.04514143188349681
24,2749427888.904462,-0.5551201865504524,0.4242182788646745,8.882479730187296,0.5000003069702568,52,1.0700476638954697e-07,1.1727513633522486e-07,3.891892084945138e-17,4.265437795568239e-17,0.500000135844609,0.36,0.10060794355601584,0.5263418319416644,2.0329899676567325e-07,2.228117341587676e-07
25,1244842418.6419432,-0.7864767712375672,0.6533294761601527,7.533099613608168,0.5000008742371529,20,7.200094022104664e-07,7.891161741492687e-07,5.78394013112084e-16,6.33908486995609e-16,0.4999987173963663,0.36,0.10060794355601584,0.2024391661314094,3.5566704604141993e-06,3.898041022541209e-06
26,258458467.65088865,0.2500000003686942,0.3512536152952306,6.4560355955209126,0.8303865396065411,6,0.0001316394238107,0.0001390531629477,5.093252506185833e-13,5.380097011777269e-13,0.8276724524728493,0.36,0.10060794355601584,0.06073174983942281,0.0021675552599548,0.0022896287907949657
27,586595888.3293071,0.2500000125382672,0.3716412303217827,9.27507604320926,1.675911847921432,10,0.001391767159956,0.0014298537892599,2.3726166303687977e-12,2.4375448544864197e-12,1.6391413187444104,0.36,0.10060794355601584,0.1012195830657047,0.01374997918191939,0.014126256460982839
28,979393079.0286394,-0.7575065727989836,0.7772302413372336,8.421595277817303,0.5000001137588813,10,9.581512686232713e-08,1.0501151350546439e-07,9.7831125126345e-17,1.0722100835102351e-16,0.4999997059174561,0.36,0.10060794355601584,0.1012195830657047,9.466066146521333e-07,1.037462419078512e-06
29,1128909034.2064602,-0.6274655307706666,0.5117883191260651,9.746394141976168,0.552694855706131,13,4.525050842213896e-08,4.9155225283489237e-08,4.008339649256747e-17,4.354223750015583e-17,0.5526946417330686,0.36,0.10060794355601584,0.1315854579854161,3.438868482500108e-07,3.735612280875081e-07
30,517584483.75994366,0.2500000264468703,0.5682338416567713,9.227087218214002,1.2460773362969872,6,0.000253824716388,0.0002632286153705,4.904024837532311e-13,5.085713031008451e-13,1.240461447856161,0.36,0.10060794355601584,0.06073174983942281,0.004179440194941242,0.0043342834031044235
31,827713678.6946512,-0.6148190327717232,0.9226257408109464,9.09011355035923,0.5000002430409329,6,2.12662850923584e-08,2.3307433841043336e-08,2.5692803731232847e-17,2.815881196720152e-17,0.5000001274294846,0.36,0.10060794355601584,0.06073174983942281,3.501675013248805e-07,3.837767543775559e-07
32,963789275.492408,-0.3310052269655222,0.4074447182485672,9.746393762225118,0.5755325179223699,8,7.466238374184135e-08,8.083498640035393e-08,7.746753947194079e-17,8.387205425071226e-17,0.5755320871427593,0.36,0.10060794355601584,0.08097566645256375,9.220348162935988e-07,9.982626873186374e-07
33,298182311.8099852,0.244296253125521,3.750870759627974e-08,8.507178504948767,0.622388826793893,2,5.593973676036742e-07,6.019815470935048e-07,1.876024651523081e-15,2.018837212172108e-15,0.6223789732541994,0.36,0.10060794355601584,0.020243916613140938,2.763286266653324e-05,2.973641704801038e-05
34,341300207.38917446,-0.7457892117863317,0.9468396740391593,8.116908248042957,0.5000001917046192,2,6.141329229524737e-08,6.73077716501553e-08,1.799392176319999e-16,1.972098762114324e-16,0.4999994687076876,0.36,0.10060794355601584,0.020243916613140938,3.033666531474554e-06,3.3248394041725996e-06
35,189879322.79562855,0.0543305420426702,2.4980104841715545e-08,9.073108075065798,0.5016990952677062,1,5.3488203942458184e-09,5.860351257656107e-09,2.816957800088046e-17,3.086355676528158e-17,0.5016989683143118,0.36,0.10060794355601584,0.010121958306570469,5.284373075093323e-07,5.789740562211145e-07
36,156672727.6379131,-0.0182648361327828,1.7441089120318866e-07,9.578863626782796,0.9618602698165432,1,7.747462316762512e-06,8.122154974293961e-06,4.9449974054627423e-14,5.1841536792958007e-14,0.9614070253475464,0.36,0.10060794355601584,0.010121958306570469,0.0007654114038123829,0.0008024292067100913
37,179137756.74190816,0.277058710626685,3.073501407840561e-07,9.488193306192178,0.7224366381314804,1,4.937962232677469e-07,5.259480059621539e-07,2.756516729073377e-15,2.9359975000686814e-15,0.7224178737311125,0.36,0.10060794355601584,0.010121958306570469,4.878465296060436e-05,5.1961091918423054e-05
38,330213664.38694555,0.2500000401544258,0.0148176770831259,5.956239751317289,0.5020741110094997,3,4.679620235273732e-06,5.12679656153565e-06,1.4171491794446571e-14,1.5525694768124592e-14,0.5020321521779132,0.36,0.10060794355601584,0.030365874919711405,0.00015410786771818155,0.0001688341460633394
39,3148414.48506946,-0.5000019562423071,0.012139997580746,0.1293190523796359,1.9743214469490704,6,0.0236172226007256,0.0241642599708125,7.501306677606857e-09,7.675056789823992e-09,0.0639537047186872,0.36,0.10060794355601584,0.06073174983942281,0.38887769022250285,0.39788512655577646
40,200372592.3504256,-1.2495563125388154,0.0835274413563654,9.563978538815876,0.500000102269961,4,1.9955099533869914e-09,2.187040060707119e-09,9.958996537296399e-18,1.0914866325042452e-17,0.5000000551207874,0.36,0.10060794355601584,0.040487833226281876,4.9286657110898334e-08,5.4017216690357365e-08
