region,mass,logzsol,dust2,tage,tau,n_pix,sfr_10myr,sfr_100myr,ssfr_10myr,ssfr_100myr,age_mass_weighted,z_used,kpc_per_pixel,area_kpc2,sigma_sfr_10myr,sigma_sfr_100myr
1,2630769056.948862,-1.9999997989911928,0.9095582655747776,1.7509077692143276,0.998579884297481,465,0.5545959426521304,0.5803999603057319,2.1081133715908336e-10,2.2061988252928352e-10,0.6318353325941188,1.09,0.16317362753742168,12.380919216530366,0.04479440766495451,0.0468785839044012
2,485693213.74482864,-0.5000000950675711,0.8658355334400611,0.1552934600306052,1.284604136139512,386,2.953829317127543,3.0599011294750937,6.0816771442052995e-09,6.300069761902605e-09,0.0760826822382481,1.09,0.16317362753742168,10.27749423135639,0.2874075383195526,0.2977283237133238
3,304905093.6310472,-0.4785481948563631,0.9073254250603718,0.1513157064381158,2.600092664063109,141,1.960729325668252,1.99508089829912,6.430621746322309e-09,6.543284910527876e-09,0.0749240604391139,1.09,0.16317362753742168,3.754214214044692,0.5222742267431282,0.5314243632756566
4,124885162.56798084,-0.5139621856561262,1.438445692190911,0.0624067374855047,3.0555760751205554,73,1.9840274587343447,1.2488516256798083,1.5886814878063247e-08,1e-08,0.0310971538067192,1.09,0.16317362753742168,1.943671188831649,1.0207629099688174,0.6425220648717336
5,1053131031.1384702,-0.3937243410452564,0.667080729459734,0.32587657789665,0.5000001356916711,161,2.315226183954769,2.537442809410793,2.198421768516242e-09,2.4094274448144714e-09,0.1453630877917342,1.09,0.16317362753742168,4.286726868519116,0.5400918357913908,0.5919301339316198
6,301682247.7844873,-0.2772545924079351,0.2295722996755194,0.9113286685590304,8.868584220912691,40,0.3144956587316962,0.31609715143295,1.0424732016593911e-09,1.0477817430568875e-09,0.4478617565302192,1.09,0.16317362753742168,1.0650253089488486,0.29529407056260004,0.29679778384321154
7,432672275.1918381,-0.249999986938239,0.2471293957998195,1.2656376257820612,2.995541440479885,22,0.2751712390101837,0.2793489973309125,6.359807521482128e-10,6.456364628564537e-10,0.5883890884722592,1.09,0.16317362753742168,0.5857639199218668,0.4697647459182667,0.47689689963863596
8,1006754239.7808396,-0.396623774715952,0.9285253509919492,0.4249485192378784,0.5000008274196179,118,1.5184194435388618,1.6641579246437987,1.5082324797255452e-09,1.6529932121329523e-09,0.1827336415101592,1.09,0.16317362753742168,3.1418246613991037,0.48329222893765367,0.5296788026047015
9,122519234.52951628,-0.4007330606730955,2.97320528091425e-09,1.1056107463679994,9.36072585445549,8,0.1044561445093819,0.1049600016286443,8.525693529714085e-10,8.56681826585835e-10,0.5419257770013284,1.09,0.16317362753742168,0.21300506178976975,0.49039278048930734,0.49275825065714635
10,1236605073.4139175,-0.4453047339385206,1.1596828121737943,0.5813916957590434,0.5000002673519257,93,1.1361110869526865,1.2451555953522155,9.187339688136683e-10,1.0069145130665622e-09,0.2355897936669196,1.09,0.16317362753742168,2.476183843306073,0.4588153218202932,0.5028526450967178
11,148309578.0039473,-0.4861029763826268,1.4272198808017156,0.0842441425884785,1.2552862143878236,47,1.708857777465993,1.483095780039473,1.1522234777180146e-08,1.0000000000000002e-08,0.0416509607493586,1.09,0.16317362753742168,1.2514047380148972,1.365551628146105,1.1851447697026523
12,1884766483.741688,-0.3774408233118507,1.1008948850827385,2.1695662525564905,9.999961376640554,69,0.7782849798715189,0.7817983927718839,4.129344333025528e-10,4.1479854375372656e-10,1.0455885652286796,1.09,0.16317362753742168,1.837168657936764,0.4236328420416084,0.4255452483333153
13,4727779282.357454,-1.999999964908719,1.982613282137992,2.027231984015096,1.3002608580760993,83,0.9721718386380422,1.0066517366117786,2.0562970066429999e-10,2.1292274374319416e-10,0.7603169030417393,1.09,0.16317362753742168,2.209927516068861,0.43991118784175975,0.45551346335669207
14,3185335532.773752,-0.3088699618059361,1.013401443355252,3.635158684155004,9.999976851649038,71,0.7269821087663928,0.7302639199539988,2.2822779618866254e-10,2.292580836274079e-10,1.7077010336424157,1.09,0.16317362753742168,1.8904199233842065,0.38456117594495004,0.3862971982683558
15,2062836789.0036976,-0.4125557813315505,1.0761863506690432,5.473096940596995,9.999981559370458,29,0.2832662486002925,0.2845449952069387,1.3731878843265322e-10,1.3793868556337279e-10,2.4881621789246853,1.09,0.16317362753742168,0.7721433489879154,0.3668570725521147,0.3685131725603869
16,3410725316.348908,-0.4473345673889693,1.0666386769604357,5.489428110690835,4.126494319764012,34,0.2974498124142667,0.3007185802746579,8.721013415782158e-11,8.816851325822077e-11,2.153394872282893,1.09,0.16317362753742168,0.9052715126065214,0.32857524872049526,0.33218606361400665
17,1304552100.237934,-0.4562465534508297,1.2946864726594027,3.575115785473903,9.999975258703309,14,0.303700287923475,0.3050712806203697,2.3280042849042507e-10,2.3385135830506767e-10,1.6812717318446735,1.09,0.16317362753742168,0.3727588581320971,0.814736608662565,0.8184145700764528
18,842849346.4540883,-0.4471690796290021,1.2210895282659675,5.489428923464243,2.8259363013685426,5,0.0499947908871554,0.0507999005265224,5.931640226985541e-11,6.027162593201299e-11,1.9074013177135327,1.09,0.16317362753742168,0.13312816361860608,0.3755388005680272,0.3815864287894569
19,1792232179.477688,-0.5000842891326696,0.972403360739274,5.489427788563832,1.4937030034513512,7,0.0313099769089185,0.032273554349101,1.746982186093951e-11,1.800746282689031e-11,1.3509368544048062,1.09,0.16317362753742168,0.18637942906604854,0.16799051840545648,0.1731604958273802
20,1912284280.656181,-0.6010789549254154,0.7340525354856432,5.48942769805137,0.9685936925838444,5,0.006883812924651,0.0072143453695314,3.599785342736272e-12,3.7726322610652326e-12,0.9495521775573345,1.09,0.16317362753742168,0.13312816361860608,0.05170816405439333,0.05419097787752492
21,673913189.6509873,-0.1583960296815537,0.4379929223679653,5.489428365848223,1.6087964042851164,3,0.0143265921971871,0.0147353297718442,2.1258809617017238e-11,2.1865323305922435e-11,1.4216348242533563,1.09,0.16317362753742168,0.07987689817116365,0.17935839429427344,0.1844754880224405
22,1793116704.754945,-1.736210666790285,0.8121099476414851,4.703579469032899,0.5000000335436185,3,0.0002975414221473,0.0003260996103761,1.6593533558544545e-13,1.818618997365664e-13,0.4996136779407232,1.09,0.16317362753742168,0.07987689817116365,0.003724999705292955,0.004082527211776798
23,204412658.40711373,-0.6349742088510233,2.054092041547753,0.7133153667479005,0.5000000023772051,3,0.1304857666328538,0.1430098626233687,6.383448444419466e-10,6.996135353738534e-10,0.2745985248473696,1.09,0.16317362753742168,0.07987689817116365,1.6335858004055601,1.7903782682812872
24,331805140.0766555,-0.4977641539319491,2.0135601141953345,0.2820893855547334,3.912506982076328,19,1.1357983761332406,1.1489682235297671,3.4230885509213084e-09,3.462780062009666e-09,0.1393499667693181,1.09,0.16317362753742168,0.5058870217507031,2.245162115846792,2.271195294857691
