region,mass,logzsol,dust2,tage,tau,sfr
1,393881500.9133094,-0.9337322946248454,2.58171097958748,0.7177869082450232,6.630778890779099,0.5195790934777373
2,880135494.0914737,-1.9999999110087618,3.647570979802685,4.859149101259773,2.386337219580116,0.055364438008170494
3,443848642.1888215,-1.1839804534375522,3.6343552713846288,0.8479770201349363,0.500000221222992,0.19939996885193387
4,1410677456.1320605,-1.9999998855592185,3.5677296557058096,7.279588886099601,7.350991027238935,0.11341744799353862
5,858859452.3848367,-1.9999999842711689,3.290980923685887,4.869873607731537,2.3898682661897808,0.05385458532354698
6,61438800.26223117,-0.17304123903618768,2.9341639472919305,0.047273443299303705,5.321744406477245,1.2938833588024157
7,1037154572.8988603,-1.9999999197900162,3.582905903863012,3.3495448132433685,6.982033675664954,0.24128329862640907
8,1198310306.8446188,-1.9999999238887314,4.044774328975981,4.984940006189461,2.420846840893397,0.07237342967876183
9,389224775.2671792,-0.993357952253602,3.7815502255294264,1.1688603414045997,7.569210068170055,0.30794551822574
10,3019309070.4034758,-1.9999996928398227,4.515702665592261,8.040906127584886,3.358991634305238,0.09028879159083554
11,1460852828.6125472,-1.999999914500477,3.940295672681189,4.1893055717017775,2.5884282716195934,0.1395115273625126
12,608881929.7148863,-1.1197503130145618,4.167172891433795,0.9465430804451456,0.5000018221561325,0.2159231038954376
13,48999906.57988411,-0.1508014620090504,3.605096256453312,0.0640662745866625,2.4437024377067647,0.7548495817233258
14,2403390183.4774966,-1.8220084554109859,4.999999395582749,8.743838772641249,1.2915261616046172,0.002137846822276709
15,24683483.95464555,-0.18496139363859798,2.245317756953025,0.04954520183982713,1.5981471013082427,0.4905186691160913
16,1953847601.6463084,-1.9999998142570448,4.5541812431266715,3.3679106553229237,2.109902132140829,0.2353666277871185
17,2440851360.2535505,-1.9999998925040137,4.885634722883039,8.542266557204933,2.1839417675634194,0.022823432193828513
18,146589764.20287234,-9.259791207730875e-08,4.303097786242478,1.0886441537785407,1.4007948393304452,0.08903981989999832
19,27679378.74492795,-0.1365556977430643,3.6003094573878047,0.04910104371212022,2.3444100017686855,0.5578401526615796
20,50423509.487541124,-0.1720669644344935,3.542580671975876,0.07242802409985992,8.936921498646077,0.6933705699723293
21,11855356.571092866,-0.020896879290063616,3.502601845355274,0.02788194255287943,9.293721250494144,0.42456087516380236
22,744304712.3541065,-1.9999996562606694,4.4836973019313815,2.717740233672373,1.3145605721994846,0.08200630681797791
23,42480039.26101897,-0.8756108278309319,0.5434279682473617,6.097748360096231,0.50000072317833,4.2932601215103045e-07
24,195597569.30081764,-0.9999787342516873,3.9453525694756726,1.4271003769358597,9.770426173286362,0.12729334686469834
25,390625103.41785383,-1.9999999956738002,4.155398405042622,4.369051042992027,2.7787963030892335,0.03682220000992857
26,313204855.67984676,-1.999999709218649,4.124474147517263,4.098556799171149,3.087987866555297,0.03660706672452833
27,464600315.90285796,-1.9999999162165694,4.300424282065293,2.134508326874426,1.2100755065310866,0.07940223888559174
28,81260056.91530506,-0.0581114731847481,4.732091280734763,5.490763554963582,9.999999158837369,0.011106367611629838
29,958295045.5371644,-1.9999997898449364,4.530149097840583,4.720995701474722,2.194846847995735,0.0575019888274036
30,466865546.1734869,-1.9999999659414305,4.817750157978991,5.244310921610264,2.6225773692743193,0.027873302234264843
31,57070835.07522425,-0.9790059015260562,3.891117175323468,0.9078503196313524,0.5000045814569128,0.022183567442841723
32,67805722.79066227,-0.9897360061823464,3.7883691846287313,0.7219830159173749,0.5000024858657584,0.04188829849862263
33,421106631.0229121,-1.999999958886081,3.653243910883269,3.9316881012901446,1.7272321609804386,0.02789358700199795
34,243193813.68689036,-1.9999997951933648,3.799303096112123,3.522792393785439,1.0949646516908351,0.009269782367398484
35,361410469.4581455,-1.9999999980161738,4.044324631229066,2.2843152943322296,0.7910167078811097,0.026948761703520403
36,342582499.9087028,-1.9999995134365918,3.9374318173105824,3.75294702230653,4.736453588318843,0.05984574624927052
37,170494572.821342,-1.9999999981104821,3.828204876425398,3.4037230603355693,2.1412693111850953,0.020407295932365222
38,52191847.26622431,0.29999994719572015,1.1946581856859868,1.017748128090914,3.965726341567131,0.04498248025424376
39,60212237.73004795,-0.9372355101429141,2.982729201430745,0.47472951311413414,0.5000047152236496,0.07601101088576756
40,231745940.90513313,-1.9999997494530695,4.045486854155743,3.440258622535644,1.6696151398571701,0.020263150441463523
