region,mass,logzsol,dust2,tage,tau,sfr
1,122875711.52583808,-1.9999999059122915,1.8137094027972203,7.799784823382712,1.4562918250496104,0.0004001522077445836
2,31742593.977324456,0.29999995833430354,0.01677364401478643,2.331114265903815,0.9633539914906271,0.0032166830670838694
3,45091385.18273114,0.29999986933107753,0.025316952159334744,1.4267538783891724,1.918802683458161,0.02129719197194629
4,128810165.56217225,0.2999998079971169,0.095247887236407,3.2420599974010487,3.3232962010683207,0.023453232767507923
5,148080254.00736126,0.2999999958069162,0.020479955551555188,2.329915762690326,1.7657572863326774,0.030589352158963922
6,90094116.02771255,0.29999998839167247,0.01814903828078067,1.141417354833178,0.6209700762318326,0.027453933341132154
7,65708318.837799594,0.24999998718176766,0.01504054783252503,1.300447464487773,3.7674433659346405,0.04230762393487114
8,177178423.72803208,0.2999999318974876,0.03398856793345484,2.6035754932215562,1.2872875574100144,0.02098954632028296
9,17034264.667174783,0.29999955933660705,0.09610548975347155,1.3918948856153568,3.2394891794914034,0.009796723655963345
10,37965607.85033861,-0.0455937737255427,0.031081979219434543,1.3902313208476493,0.5000001005056878,0.005019756457476021
11,127111579.25056127,0.2999999301497224,0.07438398108122635,3.1812897500931996,1.6742247579509728,0.013350343206773441
12,80153973.06870532,0.29999998978105546,0.02661744654573254,2.7564071203278986,1.912578724389518,0.012991927321047167
13,138949538.15961036,0.2999999981277208,0.07669764427420492,4.332525911722196,3.092034774347034,0.014685464585395555
14,10018999.170578137,-0.342589419649416,0.02037302212965544,1.2052975081277553,0.5000002780103779,0.0019760211831338545
15,20706361.704922866,0.2999999611764264,0.014423573838618201,0.45671873601731067,1.6516956292495566,0.0393575234749414
16,40014939.33881826,0.29999986932678185,0.008363545114834397,1.3619134251678315,1.3858818868818423,0.01727206809097866
17,20029638.82308598,0.14976142284379698,4.136596603478612e-09,0.9495005002518987,5.034712426059319,0.019168253284123162
18,21979597.493996184,0.22904333091996354,0.012926215610501631,0.8256930518700215,9.999998029483237,0.025535716104303448
19,56928021.86078487,0.13727975121789804,3.063783764840069e-10,4.9025031833962105,2.9896744098927,0.004583686377865555
20,70056555.1307012,0.2999999741029188,0.047405082570066696,3.7216321936643526,4.982438678537673,0.012660987713730771
21,42475862.591638476,0.036972024185089256,1.458211769777955,1.3040293688124338,0.5000005725703869,0.006756866568333958
22,84347447.3718891,0.29999996257216366,0.06187851296718565,3.8543282777566548,1.6566078510978746,0.00550830432097627
23,17368958.97102196,0.2999996567073594,0.06299782643537959,0.955698110443105,5.129040349363702,0.01653346056072647
24,17368956.554636233,0.2999999967192726,0.06299773919146177,0.9556982997238096,5.129022559365512,0.016533449162995716
25,148449519.26617095,-1.371113791027091,0.7951249222891009,3.540179991482861,0.5000010877263634,0.00025004540073541236
26,61670044.851190805,0.2999999500365616,0.026730297458010217,3.108088988033408,0.8277070219589587,0.0017851673478956175
27,65333607.338161305,0.299999861723024,0.0022119753586090497,2.9288013843965084,0.9392775419275535,0.0032195958273611492
28,54603839.162092246,0.01833868472537998,7.700890646571044e-08,6.693583123075182,2.7761780206430653,0.0019385725380589023
29,12823837.315217642,0.2999999173914939,0.01027263992119684,2.5822068940453464,1.833757421591,0.002264353684796727
30,43536386.39047979,-0.7499996275084743,0.13167033206610004,6.747909832042274,1.3746937652722206,0.00023553677278875172
31,50251728.46097569,-0.41137852410291914,8.245093123786912e-09,9.207706216511573,6.502281301015331,0.002476306958923917
32,47255390.90437186,0.2999999459928236,0.053285563543230406,9.848716820591338,4.5803982282355395,0.0013599041092055891
33,18705341.665731784,-0.7405658429531349,0.03481406387783619,10.798399936216644,5.985924668558364,0.0006159011906936574
34,117742859.14572255,-1.3909495752460026,0.7170223019310776,3.537245751959671,0.5000001335064789,0.00019948966835917268
35,17076117.67657987,0.29999987386596527,0.001500688688839903,1.7507267419951333,2.135736339799594,0.0062961724091114436
36,19931488.988770936,0.2852767795615711,9.18979491795828e-09,1.3729785406686703,3.7941770826033485,0.012048448304780317
37,21777490.069792017,0.29999998151005164,0.027319870193373362,3.5914840012516516,3.754069269304025,0.0036187074441557236
38,39800247.42624647,-1.9999999671227957,0.33158886657495584,9.966479286758663,0.5633690825185805,1.4657273549038119e-09
39,7515072.195238536,0.13070639849344545,0.0006767687041957774,0.23488286018474464,6.291764193658209,0.03140147981113874
40,4551234.214833904,-1.6908467320199794,0.621486039333462,5.6530696263180875,7.556500754928277,0.0005411465408596096
