region,mass,logzsol,dust2,tage,tau,sfr
1,260820525.30309463,-1.7858998879176622,0.049497085632567245,2.896597479145048,0.5000000441521959,0.0015949430947311707
2,364392616.19044626,-1.8150979654060992,0.1667028351757484,7.538268310517939,2.034371889397614,0.004515377441375828
3,91351606.29790913,-1.7498066130315442,4.153882289198173e-08,4.770549496274923,3.109748707327877,0.008077004181980431
4,43775338.31919137,-1.9045363409684157,2.006446224625558e-08,2.504341071605536,1.8865912998887118,0.00837249378225005
5,423525291.6351438,-1.809725308422784,0.37443422712304375,1.7664977963136783,0.5000001333967119,0.025493362164988903
6,433308202.182472,-1.9388549607524352,0.0944960730258088,4.748763501216862,0.5000003262049523,6.503368065117312e-05
7,142812867.9206598,-1.8812372655729475,0.0377331683397856,2.3744962792852604,0.5000000959365013,0.0024952492939344342
8,722841586.325249,-1.7500001148295672,0.2612470574204597,7.127296970937551,2.382005963698133,0.01603203822244879
9,816721528.455621,-1.927518231611256,0.00759181098494706,4.732777031499718,0.5000001258340624,0.00012656122657815215
10,925499721.79727,-1.8881680369761014,5.051029392079453e-08,4.756235335948284,0.5778863077981202,0.00042680785883806037
11,924350448.8808013,-1.7500002618089046,0.05775097021499031,4.8569156029872795,0.5212136919079855,0.00015918366905615637
12,1159514869.5142388,-1.7829521422691763,1.0063329466840334e-08,7.351123071003444,1.007061601812814,0.0007786605176638014
13,836393909.1262878,-1.999999783322356,0.13409878747280682,6.046853930359174,0.6215430631240213,8.013297758562165e-05
14,572675973.0552045,-1.7777148544358246,0.21766165784580244,5.112387392191386,0.50000079731016,4.1533432771342244e-05
15,119053192.37220469,-1.7210267366495564,7.170646746205276e-08,3.968400814900975,0.7370661408095013,0.0007446790101612367
16,1689387623.4770198,-1.9999996988580082,0.08837821264492093,6.417575239774342,0.5662958197375197,3.5729551915930014e-05
17,674746022.4687757,-1.7893468961131676,0.18855422960596346,5.1766817220537185,0.5000001371152227,4.303052826458761e-05
18,916230364.8283983,-1.7912289327331543,0.22473001894329148,4.866806345059021,0.5000004004873434,0.00010859483515120372
19,1025431683.0948447,-1.9993970298676085,0.10803412943121012,6.216115246180413,0.5000001080628087,8.178815887516622e-06
20,1645261172.575217,-1.787996210262536,0.2016891439777916,5.205485111474972,0.5000000391396834,9.904927883804378e-05
21,570208169.8611313,-1.8032244470667886,0.3329953385622828,4.821274958239852,0.5000005438236667,7.402688645279242e-05
22,704012637.7692511,-1.8617513306916744,0.19919226946301472,7.4369324658414655,0.5000000900071242,4.886233555950268e-07
23,529849926.9758943,-1.7821431333723141,0.3179426986194389,5.120822970485767,0.5000006453299934,3.778446016685779e-05
24,357341478.7295129,-1.9706423521835128,0.5000189540558307,5.087285104708299,0.5000000812879194,2.7250277861420208e-05
25,251694137.4798512,-1.7554473271368711,0.2405459910522053,4.80561215029786,0.5000003705226773,3.3715785020252015e-05
26,348658494.0387968,-1.8097180141194382,0.27333616400461397,4.869423176860448,0.5000001170266981,4.110829876624132e-05
27,465065783.33259106,-1.8154210969919957,0.1432690234933684,6.040566976133347,0.5000004056143488,5.269639884898222e-06
28,412418208.2476991,-1.766511936615261,0.26535424198851165,5.748181290759328,0.5000008662431957,8.386356281642798e-06
29,304926919.11341447,-1.9255904094596024,0.36179073930700917,4.871517787313211,0.5000003854245109,3.580202539681581e-05
30,187420439.09547538,-1.7549849232998023,0.18547010880337755,4.548884166877787,0.5000000484726408,4.195515303907899e-05
31,114394388.78310193,-1.791808101500381,0.3064011254238663,4.775401955124983,0.5000004473780125,1.6278242106005815e-05
32,272152045.32615894,-1.8174292639648013,0.3149623508578201,4.881971589056798,0.5000000123439664,3.1292482320321524e-05
33,227501736.30368233,-1.7732312924611164,2.070069347937868e-07,5.526873413551051,0.937670011660171,0.0006703276409630032
34,16199752.573560968,-1.4276678309139614,1.0865875038579274,0.5992698335120141,0.5000185249394496,0.013994193799734156
35,44299506.84712871,-1.8268394952711957,7.245868765896215e-08,4.586183137856074,0.6574427593793327,6.300854087525038e-05
36,87882716.96445583,-1.8248470861280182,0.19783801132451095,4.661428863141079,0.5000008374151984,1.5707702544509785e-05
37,103905863.15046123,-1.6983727470377543,2.662543825434625e-07,7.482334922826836,1.377382320600358,0.00033134240275574286
38,78178821.72717133,-1.7500001089077886,0.26391991508553436,4.390342706073215,0.6110224547664554,9.70177610450245e-05
39,99583053.38429947,-1.7973201944821129,0.5612324411847035,4.008519119661202,0.5000001353434104,6.570585071286755e-05
40,87230077.40231568,-1.8068765029198552,0.38070413070037823,7.497532810112139,0.5000000648485496,5.363186762331838e-08
