region,mass,logzsol,dust2,tage,tau,n_pix,sfr_10myr,sfr_100myr,ssfr_10myr,ssfr_100myr,age_mass_weighted,z_used,kpc_per_pixel,area_kpc2,sigma_sfr_10myr,sigma_sfr_100myr
1,1980399054.1179144,-0.5107752935813584,0.1636327277438883,7.786773780880782,2.655558148086561,543,0.0420464792213367,0.0427675543049385,2.123131655405914e-11,2.159542250639357e-11,2.217358187764028,0.62,0.13572858969110665,10.003281782328473,0.00420326850090486,0.0042753523529138705
2,3116439725.804594,-0.5000000325645344,0.41035148214584,7.636524379737018,3.333383150274478,545,0.1053934799056709,0.1068298835139161,3.381855231564306e-11,3.427946404011876e-11,2.4738069226200587,0.62,0.13572858969110665,10.040126282447547,0.010497226522929594,0.010640292811922032
3,2341831315.3127027,-0.5816545540458338,0.1357643306073536,7.78677446699556,2.2628833153491934,338,0.0343199872150998,0.0350121306250595,1.4655191853780955e-11,1.495074832936225e-11,2.005220761469755,0.62,0.13572858969110665,6.226720520123433,0.0055117275786162115,0.005622884552455464
4,1594147169.6466436,-0.733265691136315,0.2028557597139203,7.786771939418319,2.1290680457805284,126,0.0198764707421871,0.0203028986156253,1.2468403871766054e-11,1.2735899797837119e-11,1.9228448359443808,0.62,0.13572858969110665,2.3212035075016346,0.008563002200345893,0.008746712018145184
5,2004158916.1650648,-0.443030768815475,0.3369684942969089,7.786774470518893,2.7763726381719533,195,0.0465913602376976,0.0473552094565456,2.3247338253420376e-11,2.3628470314699034e-11,2.274693286773273,0.62,0.13572858969110665,3.5923387616096725,0.012969645495465667,0.0131822783426267
6,5550079793.917839,-0.5522721983552908,0.3725039443673562,7.786774344706332,1.9134448564164503,330,0.050552105536379,0.0517609007936368,9.108356530617376e-12,9.326154346530295e-12,1.778088636263378,0.62,0.13572858969110665,6.079342519647138,0.008315390253634397,0.008514226764877387
7,1248807116.8065867,-0.7499999271292844,0.1452257002861763,7.705476480385184,1.8114926244140992,65,0.0099662747362975,0.0102182359372802,7.980635762056708e-12,8.182397265167727e-12,1.7004027980808785,0.62,0.13572858969110665,1.197446253869891,0.00832294117927099,0.008533356636472861
8,6197538786.179029,-0.6095805925474231,0.3975880536041118,7.786775457758105,1.1930672085879277,223,0.0076472983447239,0.0079435487130799,1.2339250480816605e-12,1.2817263412364079e-12,1.1816518385459334,0.62,0.13572858969110665,4.108161763276702,0.001861489100328015,0.0019336017349871986
9,5325301611.324841,-0.3728058020397656,0.3238268588076346,7.786775420177015,1.22706294061794,174,0.0076566114416715,0.0079447902344392,1.4377798668509156e-12,1.4918948848913664e-12,1.213381052494158,0.62,0.13572858969110665,3.2054715103594003,0.0023886069231708862,0.002478509076983942
10,6025320382.738248,-0.1082787083845089,0.2102685885621439,7.786767562323641,1.5195259005829076,187,0.0238102278049049,0.0245302824736325,3.951694896277739e-12,4.071199689880152e-12,1.4729223619136065,0.62,0.13572858969110665,3.4449607611333786,0.006911610742721908,0.007120627541070201
11,4576933336.751292,0.2999997830390892,0.0493673187212297,7.5259745639412605,1.6808856750033951,133,0.0313897534106436,0.0322461646205144,6.858250077315772e-12,7.045364712129019e-12,1.5943845537937762,0.62,0.13572858969110665,2.450159257918392,0.01281131147259045,0.01316084434768951
12,3873930540.402597,0.2999999974253943,0.0554304337855411,4.962256018929892,0.8364634855379004,110,0.0123890428564958,0.0130815109877593,3.1980549798934375e-12,3.376805766476104e-12,0.8232683614683634,0.62,0.13572858969110665,2.026447506549046,0.006113675689331729,0.0064553909960572125
13,3197452148.299686,0.2500000507145489,0.0557921933341949,6.860677737079592,1.3914425134537454,72,0.0167766804811083,0.0173318082504271,5.246890243542715e-12,5.420505904879214e-12,1.3415342174187368,0.62,0.13572858969110665,1.3264020042866485,0.012648262311795102,0.013066783821506897
14,1454754018.8736086,-0.7515871976205944,0.2717539872206114,7.268402648320374,0.5000002597913494,24,1.428626438334687e-06,1.5657467181677197e-06,9.82039863647085e-16,1.0762965407581762e-15,0.4999967264292644,0.62,0.13572858969110665,0.4421340014288828,3.2312069049601954e-06,3.5413397592303695e-06
15,2933503559.2606864,-0.6801805392392278,0.6044916081293742,7.786775490013719,0.8583378669726789,56,0.0003948427898105,0.0004163284220438,1.3459768561181253e-13,1.4192190792800073e-13,0.8574434887736113,0.62,0.13572858969110665,1.0316460033340598,0.00038273088688799486,0.000403557441892195
16,3076269857.1648583,0.2500001937793479,0.1413364594604527,6.886673656041766,1.3292464334333258,61,0.0131362828536785,0.0135917814107028,4.270198475300594e-12,4.418266940738815e-12,1.2903035206195956,0.62,0.13572858969110665,1.1237572536317437,0.011689608953557218,0.012094944318959511
17,1767296561.2944975,0.2999998448995378,0.2231173570701728,6.565957560777284,1.3948799686952111,33,0.0115868536454262,0.0119692874192182,6.5562588074856944e-12,6.772653600622079e-12,1.335047995886241,0.62,0.13572858969110665,0.6079342519647138,0.0190593861227262,0.019688457066756836
18,1094388623.5743744,0.2999996819388631,0.2507047446743084,4.214164377852526,0.7090932277154757,20,0.0040892990735165,0.0043607983899206,3.7366059783776946e-12,3.984689072952755e-12,0.6980059176804768,0.62,0.13572858969110665,0.36844500119073564,0.01109880459851744,0.011835683414966765
19,1290097152.077982,0.249999856910641,0.2003221093416207,6.638647119951417,1.2739730627001615,20,0.0055775620221738,0.0057795653439878,4.3233658900726796e-12,4.47994582011024e-12,1.2375516977414178,0.62,0.13572858969110665,0.36844500119073564,0.015138112891064634,0.01568637198308968
20,1042740536.3334476,0.2999999233755363,0.1270641482529607,7.060199297703501,1.0331158898802495,11,0.0010931464376113,0.0011422547721267,1.048339830975715e-12,1.0954352807106208e-12,1.025506242614501,0.62,0.13572858969110665,0.20264475065490462,0.005394397999842008,0.005636735066835811
21,704840360.910814,0.2999999104607466,0.2021844852535294,6.2271992322150265,1.0199289737363717,7,0.0015524824434084,0.0016231560788274,2.202601510223261e-12,2.302870506351248e-12,1.0060080568587333,0.62,0.13572858969110665,0.12895575041675747,0.012038877199280436,0.01258692282881303
22,946647336.0099308,0.176807229867888,5.262072480160407e-08,6.578154420414645,0.5647291424460886,7,1.4770489408213451e-05,1.6016325403764095e-05,1.5602948264208188e-14,1.6918999076543198e-14,0.5646716911142342,0.62,0.13572858969110665,0.12895575041675747,0.00011453920713483796,0.00012420016441300793
23,1315960467.8875277,-0.6054666655367928,0.57934655617542,7.152380738982764,0.5000002943637836,11,1.6298502836545905e-06,1.7862841172456108e-06,1.2385252622906985e-15,1.3573995274440725e-15,0.4999959093034427,0.62,0.13572858969110665,0.20264475065490462,8.04289417015374e-06,8.814855117010046e-06
24,605731313.9473177,0.2999999876658248,0.1943889325566564,4.229677027165868,0.7014291362989026,6,0.0020970514398671,0.0022378717055363,3.462015899758328e-12,3.694495651798111e-12,0.6912310048514385,0.62,0.13572858969110665,0.1105335003572207,0.018972089304056028,0.02024609460755315
25,719081494.7825956,-0.7518252363406777,0.6186295602890787,5.91392196729208,0.5000000066115963,4,1.0602155495162136e-05,1.1619756229374364e-05,1.4744024943052598e-14,1.6159164592168293e-14,0.4999568436263457,0.62,0.13572858969110665,0.07368900023814713,0.00014387704353293205,0.00015768644155602314
26,1234929073.6255198,-0.6580620597359164,0.6086204140027064,7.78677554373824,0.5929218213643789,8,4.156926676441888e-06,4.489962857207202e-06,3.366125849023808e-15,3.635806260537307e-15,0.5929064108204847,0.62,0.13572858969110665,0.14737800047629426,2.8205883259425342e-05,3.0465624738404642e-05
27,377880394.4358524,0.2999999044042264,0.0038848864965583,6.332000492868133,0.5817645895459523,2,1.2286727436587731e-05,1.3291024701526511e-05,3.251485818662519e-14,3.5172570202719924e-14,0.5816458399395209,0.62,0.13572858969110665,0.036844500119073566,0.00033347521059804444,0.00036073293594899523
28,429247998.0828152,-0.6216812718289256,0.4160275605181908,5.891389217386011,0.500000022545043,2,6.620584427067007e-06,7.256031751741362e-06,1.5423681546884445e-14,1.6904054961582952e-14,0.499955041907533,0.62,0.13572858969110665,0.036844500119073566,0.00017968989688204999,0.00019693663174398936
29,258232745.52394435,-0.0971263027848841,3.1255427188207026e-08,7.599470565407718,0.6695963969838091,1,4.576135361579359e-06,4.898746447975111e-06,1.772097242080804e-14,1.8970275973466273e-14,0.6695068941055061,0.62,0.13572858969110665,0.018422250059536783,0.00024840262979767755,0.00026591466472029244
30,416575790.9419431,0.2536027198134811,1.3903999219520166e-07,6.524859319635666,0.796785712012749,2,0.0001461416566644,0.0001547332976523,3.508164896812784e-13,3.71440926277713e-13,0.7949732682160282,0.62,0.13572858969110665,0.036844500119073566,0.003966444277764695,0.004199630803844128
31,274555087.4375049,-0.8353704447284738,0.2553051433716836,5.860446239844038,0.500000054240508,1,4.504999834932367e-06,4.937392160862805e-06,1.6408364080879798e-14,1.798324775892805e-14,0.4999524532665187,0.62,0.13572858969110665,0.018422250059536783,0.00024454123792550685,0.0002680124384864067
32,413061093.7224801,-1.6633833786016188,0.3749014952882882,7.344854610718123,0.5000000740429632,1,3.481255307836851e-07,3.815388065074441e-07,8.42794288966797e-16,9.236861382151509e-16,0.4999970097895835,0.62,0.13572858969110665,0.018422250059536783,1.889701473265305e-05,2.0710760372614207e-05
33,267991694.97983256,-0.1569915501588722,1.533399383660814e-07,7.0210283915541085,0.5187529545173186,1,6.909129860204682e-07,7.546792065046958e-07,2.578113422777755e-15,2.816054454827372e-15,0.5187436547804404,0.62,0.13572858969110665,0.018422250059536783,3.750426705682448e-05,4.0965636882885295e-05
34,403066496.45024586,-0.7923187418086918,0.6561059337529639,5.858297522343679,0.5000000165348271,2,6.642139628677135e-06,7.27965584158823e-06,1.6479016954208783e-14,1.8060682060402462e-14,0.4999522281270827,0.62,0.13572858969110665,0.036844500119073566,0.00018027492861108594,0.00019757781536082548
35,297712766.8294674,-0.3098783823546402,1.1095018805680814e-07,7.565038008423734,0.6841045729833791,1,6.907142061926759e-06,7.383269988113275e-06,2.3200691510429022e-14,2.479997773270664e-14,0.6839853784085557,0.62,0.13572858969110665,0.018422250059536783,0.0003749347685328529,0.00040078003307153693
36,241585014.41989243,-0.4149543833854907,3.783782312410257e-08,7.225160356163323,1.2742498651221634,1,0.0006584380692958,0.0006822794998399,2.7254921869922137e-12,2.824179726040812e-12,1.2492555180968563,0.62,0.13572858969110665,0.018422250059536783,0.03574145759436923,0.03703562255614369
37,214117802.3759609,0.1579918621691561,1.6926437711404178e-08,7.315021935426207,1.2336120956881855,1,0.000464654924332,0.0004820483013214,2.1700901054277336e-12,2.2513228511238147e-12,1.214108684634044,0.62,0.13572858969110665,0.018422250059536783,0.025222484920698306,0.026166635441573247
38,474227579.65718496,-0.2558964202937554,0.3384295450031096,7.786775603262853,0.9528519752584012,2,0.0001413444898449,0.0001482471826407,2.980520237712407e-13,3.1260767825415093e-13,0.9506521192188524,0.62,0.13572858969110665,0.036844500119073566,0.003836243927536125,0.004023590553857339
