region,mass,logzsol,dust2,tage,tau,n_pix,sfr_10myr,sfr_100myr,ssfr_10myr,ssfr_100myr,age_mass_weighted,z_used,kpc_per_pixel,area_kpc2,sigma_sfr_10myr,sigma_sfr_100myr
1,323698405.4223423,-1.8178784762575624,1.3266363269802494e-08,4.640682296149503,0.8863396048705158,161,0.0019653437496528,0.0020687877238162,6.071527436437467e-12,6.3910964316214585e-12,0.8615066889155073,0.66,0.139492971825606,3.1327845593870287,0.0006273472408959222,0.0006603670583147237
2,368512312.6399478,-1.8791367074090604,0.0480844564354733,4.690013722798716,0.500000096847646,102,6.283120357697554e-05,6.886177600421525e-05,1.7049960455015872e-13,1.8686424752243254e-13,0.4996042589277583,0.66,0.139492971825606,1.9847454972514096,3.165705812860532e-05,3.469551945051848e-05
3,91603397.484178,-1.7487283820208328,7.285144031256564e-08,4.7980516519745,3.119299956452771,28,0.0080450822313225,0.0081623303454689,8.782515116551336e-11,8.91051049376064e-11,1.8069651815306536,0.66,0.139492971825606,0.5448320972847006,0.014766167910108575,0.014981368363111867
4,43985729.36372592,-1.9339039399749065,7.612660300355479e-08,2.4696214727614447,1.859872701524672,14,0.0085518915027858,0.0087623745716933,1.9442422864171994e-10,1.9920948676866723e-10,0.9692455395286989,0.66,0.139492971825606,0.2724160486423503,0.0313927595140087,0.03216541248345192
5,388181923.8337,-1.6594449410183816,0.3101697923997057,1.7391816161940936,0.5000001872828703,152,0.0249686164530514,0.027365117114215,6.432194525304127e-11,7.049559867176729e-11,0.4446238672585887,0.66,0.139492971825606,2.957659956688375,0.008442017276728525,0.009252286440952159
6,476375255.1378303,-1.7735585241212797,5.2904824566719655e-08,7.176146813428412,1.0490639927670249,85,0.0004885195426885,0.0005101218641353,1.025493111616724e-12,1.070840390288119e-12,1.0413805743344309,0.66,0.139492971825606,1.6539545810428413,0.0002953645452467514,0.00030842555774032265
7,142629965.37143692,-1.8796536072918983,0.0377084323479582,2.371941123706699,0.500000078010372,33,0.0025301502919134,0.0027729954760092,1.773926176960378e-11,1.944188564294925e-11,0.4791715136327287,0.66,0.139492971825606,0.6421235432283972,0.003940285819754548,0.004318476569271144
8,737256387.6517465,-1.7500001148522704,0.2447488205583692,7.24429330381127,2.300374041576587,136,0.0143922778949733,0.0146777360644625,1.952140142293583e-11,1.990859124491676e-11,1.975764584065094,0.66,0.139492971825606,2.646327329668546,0.005438585670645642,0.0055464552324677435
9,815775005.4048609,-1.9225719705021875,0.0056493086868316,4.734705775724572,0.5000002807601277,128,0.0001271958587379,0.0001394041803092,1.5592026955374398e-13,1.708855743135797e-13,0.4996348411316056,0.66,0.139492971825606,2.4906610161586316,5.1069116958386927e-05,5.597075611847184e-05
10,618213172.5040561,-1.8366105697170656,0.3093538988153487,2.468192618757296,0.5000001452863753,114,0.0090324126150762,0.0098993483053887,1.4610514652236654e-11,1.6012839495625264e-11,0.482149064636885,0.66,0.139492971825606,2.218244967516281,0.004071873371672557,0.004462693909082898
11,830831215.431112,-1.7500000356438534,0.2776432898074841,7.074307528611112,2.42592935794465,98,0.0196448499375774,0.0200140574112688,2.3644814461363142e-11,2.4089197708927838e-11,2.020978261732905,0.66,0.139492971825606,1.9069123404964523,0.01030191557335194,0.01049553090943775
12,1159542854.233613,-1.7831019797048042,3.2398002182084294e-08,7.34838962661523,1.005971135275447,88,0.0007793483779498,0.0008153346440629,6.721169253075801e-13,7.03151799078433e-13,1.0010273209050418,0.66,0.139492971825606,1.7123294486090592,0.00045513927158285556,0.00047615524262880824
13,836393091.4836751,-1.9999989268857497,0.1340999821541469,6.046882502758039,0.6215584392183352,65,8.079471479981008e-05,8.695386663988759e-05,9.659897436083385e-14,1.039629183039286e-13,0.6211982856388747,0.66,0.139492971825606,1.2647887972680552,6.388000508411106e-05,6.874971285933905e-05
14,572320088.0810668,-1.7760890682348045,0.2179054034310042,5.109128200103659,0.5000000124528818,45,4.219905735574134e-05,4.624934611385331e-05,7.373331503570081e-14,8.081027920743238e-14,0.499813533254911,0.66,0.139492971825606,0.8756230134932689,4.8193179833624525e-05,5.2818787767287066e-05
15,119053137.1862136,-1.7210265237989597,1.5217282993487604e-08,3.968398521261709,0.7370658889160274,14,0.0007497544450358,0.0007975605938306,6.297645427546525e-12,6.6991984644903225e-12,0.7187701327936004,0.66,0.139492971825606,0.2724160486423503,0.0027522403645907734,0.0029277298375240063
16,1689390228.0617354,-1.999999877833846,0.0883773048231014,6.417583275486503,0.5662932153524227,99,3.604471689744205e-05,3.907607539693701e-05,2.1335933106939263e-14,2.313028378397193e-14,0.5662163581924381,0.66,0.139492971825606,1.9263706296851917,1.871120559148708e-05,2.0284816844058113e-05
17,673479669.9649054,-1.784651198381446,0.1868078926691401,5.173095552374273,0.5000000668361375,52,4.369436710413351e-05,4.788817602920079e-05,6.487852425658284e-14,7.110560001268667e-14,0.4998339279314186,0.66,0.139492971825606,1.0118310378144442,4.318346193304504e-05,4.7328233904189466e-05
18,913747627.588986,-1.7920689222641806,0.225973438408494,4.847124392532265,0.5000002477664821,61,0.0001137827238068,0.0001247036468064,1.245231400568201e-13,1.3647493360450993e-13,0.4997014658783009,0.66,0.139492971825606,1.1869556405130979,9.586097401046422e-05,0.000105061758460066
19,1025427792.26423,-1.9993701192195663,0.1080252817205153,6.216137506740344,0.5000001981868295,54,8.26076989458891e-06,9.053642823346935e-06,8.055925494615706e-15,8.829137352865906e-15,0.4999754093556922,0.66,0.139492971825606,1.0507476161919227,7.861802175223827e-06,8.616381977775772e-06
20,1644399208.5796342,-1.7894564429145603,0.2028503555495117,5.19788546202966,0.5000009817847823,93,0.0001015272837616,0.0001112719082278,6.174126284659677e-14,6.76672110077227e-14,0.4998421187348005,0.66,0.139492971825606,1.8096208945527557,5.610417301613456e-05,6.148907130921509e-05
21,571452263.089798,-1.7899193682823735,0.3257716970808626,4.862117113179869,0.5000000507285229,31,6.905660651498571e-05,7.56846970875474e-05,1.2084405115766278e-13,1.3244272877374941e-13,0.4997091997312171,0.66,0.139492971825606,0.6032069648509186,0.00011448244224443414,0.00012547052918437823
22,703938080.8289644,-1.86185436823317,0.1992271326514183,7.43571060391195,0.5000000941223975,25,4.94697543924391e-07,5.421788782885383e-07,7.027571847538498e-16,7.702081945191304e-16,0.4999975074127845,0.66,0.139492971825606,0.4864572297184827,1.016939442365112e-06,1.1145458329446604e-06
23,533307523.3254707,-1.8029864330884235,0.3248549390025566,5.127124022342044,0.5000003948915533,24,3.7932634703039016e-05,4.157342689929207e-05,7.112713217789959e-14,7.795394792118909e-14,0.4998198732437554,0.66,0.139492971825606,0.46699894052974344,8.12263827836737e-05,8.902252937047987e-05
24,346436697.00964946,-1.8906611064273848,0.4729767681381502,5.028192743482006,0.5000008068509871,13,3.003283427790104e-05,3.291539736768867e-05,8.669068414846516e-14,9.50112896578386e-14,0.4997850299872486,0.66,0.139492971825606,0.25295775945361104,0.00011872667730285081,0.00013012210986840632
25,290765357.52622616,-1.78325027522744,0.2190130878979443,5.775791223612913,0.5000000544472202,10,5.651178220922883e-06,6.193581369346787e-06,1.9435527908145526e-14,2.1300960410279084e-14,0.4999444860721935,0.66,0.139492971825606,0.19458289188739308,2.9042523554400003e-05,3.183004070538262e-05
26,349218997.5137766,-1.8129012548087,0.2738896045517557,4.875068159788598,0.5000000114613788,15,4.11218874369927e-05,4.5068788841597406e-05,1.177538671428391e-13,1.290559481656477e-13,0.4997158431136699,0.66,0.139492971825606,0.2918743378310896,0.00014088901320536893,0.0001544116182892349
27,465514151.3541201,-1.8180348853202493,0.1444515540683939,6.042021212629379,0.5000010341369142,21,5.312421462504326e-06,5.822309489308347e-06,1.1411944077427472e-14,1.2507266368534675e-14,0.4999669020683768,0.66,0.139492971825606,0.4086240729635255,1.3000755006860602e-05,1.4248571913745416e-05
28,406844643.94194144,-1.7070057563794665,0.2394812371031113,5.775870461627296,0.5000004384561577,12,7.9060514204036e-06,8.664877899715096e-06,1.943260538912693e-14,2.1297755860223672e-14,0.4999448776316167,0.66,0.139492971825606,0.23349947026487172,3.385896940766211e-05,3.710876898301325e-05
29,304909611.0612399,-1.925388723155104,0.3617272725110251,4.871500881939011,0.5000005870242527,11,3.6161741566287165e-05,3.963256118192548e-05,1.1859823454047902e-13,1.2998134445150516e-13,0.4997145901109246,0.66,0.139492971825606,0.2140411810761324,0.00016894758935863272,0.00018516325214926074
30,187427052.6376664,-1.754946310683016,0.1854031850537697,4.549256683726902,0.5000005505905388,5,4.234778942559989e-05,4.641234890921325e-05,2.259427805625613e-13,2.47628868170581e-13,0.4994917363997564,0.66,0.139492971825606,0.09729144594369654,0.0004352673456010402,0.00047704449717061976
31,114402275.77286775,-1.791546171850628,0.3063412805286061,4.776141994381399,0.5000000872854814,3,1.6418826634730875e-05,1.7994714403411656e-05,1.4351835681423438e-13,1.5729332552035974e-13,0.4996607710961098,0.66,0.139492971825606,0.05837486756621793,0.00028126533419722225,0.00030826133152249516
32,271964520.6080497,-1.814878250792716,0.3141971158660506,4.881780356842048,0.5000000405551551,8,3.159782384316969e-05,3.463060019053685e-05,1.1618362488064354e-13,1.2733499249501682e-13,0.4997192755249918,0.66,0.139492971825606,0.15566631350991447,0.00020298433958325357,0.0002224668870849261
33,227316562.59861225,-1.7747919694750771,6.356190310949541e-08,5.470728614546727,0.9160832557184966,17,0.0006377167696307,0.0006701542488952,2.805412691185436e-12,2.9481100771289307e-12,0.9021001278229696,0.66,0.139492971825606,0.33079091620856826,0.0019278545400823845,0.0020259149089591638
34,67246238.70987803,-1.9999999917743585,1.6294472248070024,5.047572454228901,0.8863124079613576,1,0.0002574410711907,0.0002709916647779,3.828334136299706e-12,4.029841222005869e-12,0.8692819269134132,0.66,0.139492971825606,0.01945828918873931,0.013230406265093619,0.013926798093571625
35,44299412.24746987,-1.8268335901232853,1.099609067896671e-07,4.586173713592957,0.657441516071141,1,6.349023186389599e-05,6.805303902242564e-05,1.4332070933406614e-12,1.5362063641445365e-12,0.6531529759728381,0.66,0.139492971825606,0.01945828918873931,0.0032628886973598056,0.003497380389526154
36,89859224.14763926,-1.9999999382676727,0.3082813537195087,4.67392138078068,0.6093771602186672,2,6.940804953400375e-05,7.481058075733592e-05,7.724087336873275e-13,8.325309000489663e-13,0.6071952019058733,0.66,0.139492971825606,0.03891657837747862,0.0017835085310113192,0.0019223319180760633
37,84278578.15146239,-1.6261093694764004,6.024616493034652e-08,5.5217591806379005,1.0523958784941614,2,0.0004258130485934,0.0004445810558206,5.052446991075723e-12,5.275137117543971e-12,1.023174993059037,0.66,0.139492971825606,0.03891657837747862,0.010941687741998971,0.011423950263774555
38,98843381.33535875,-1.8630490172473084,0.1777815121145703,5.597698753687087,0.5000004419483067,2,2.7430788290771234e-06,3.006360804385639e-06,2.7751770447535823e-14,3.041539821655401e-14,0.4999235429954013,0.66,0.139492971825606,0.03891657837747862,7.048612553935544e-05,7.725141648438055e-05
39,118302505.39866585,-1.762744661031297,0.4504449800006294,5.230785475201508,0.5000006813812261,3,6.8389528041371935e-06,7.4953583239688515e-06,5.780902763716381e-14,6.33575620288882e-14,0.4998509947575095,0.66,0.139492971825606,0.05837486756621793,0.00011715577421018352,0.00012840043389334357
40,85336493.51158312,-1.7733409537633906,0.376171716534742,7.346714860252605,0.5000018942970841,2,7.165759351990333e-08,7.853530122066189e-08,8.397063269324148e-16,9.203014793430894e-16,0.4999988404865206,0.66,0.139492971825606,0.03891657837747862,1.8413127902676108e-06,2.0180422970101348e-06
